cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
64a3e928e066,perf_math_matmul,1321304,1321303,1321304,1321303,1321303,1321303,1321303,1321303,1321304,1321303
1971a17cd49f,perf_math_matmul,1321304,1321303,1321304,1321303,1321304,1321303,1321304,1321304,1321304,1321303
58ad0317ec83,perf_math_matmul,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191,1189191
fa2771880c28,perf_math_matmul,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085,1057085
d03cc0a17231,perf_math_matmul,924983,924983,924983,924983,924983,924983,924983,924983,924983,924983
b81c97d1366a,perf_math_matmul,792877,792877,792877,792877,792877,792877,792877,792877,792877,792877
72edde051ee9,perf_math_matmul,152536,152577,152519,152522,152538,152522,152520,152536,152539,152539
84b1b6db9ebe,perf_math_matmul,264533,264533,264533,264533,264533,264533,264533,264531,264533,264533
b8876b618a54,perf_math_matmul,396667,396667,396667,396667,396657,396657,396667,396667,396667,396657
af93a808a5c8,perf_math_matmul,792955,792955,792955,792955,792956,792956,792955,792955,792956,792956
9e3f2cf21922,perf_math_matmul,925069,925069,925069,925069,925069,925069,925069,925069,925070,925069
b6698b815325,perf_math_matmul,1057183,1057184,1057183,1057183,1057182,1057183,1057183,1057182,1057182,1057182
fa2b1cb72e1e,perf_math_matmul,925069,925069,925069,925069,925070,925069,925069,925069,925069,925069
1cb013d2e824,perf_math_matmul,792955,792955,792955,792956,792956,792956,792955,792956,792955,792955
e18328143193,perf_math_matmul,264533,264533,264531,264533,264531,264531,264532,264531,264533,264531
62ff2956a72f,perf_math_matmul,152538,152522,152512,152522,152522,152539,152521,152522,152519,152523
0d8b44507d67,perf_math_matmul,132387,132387,132387,132387,132387,132387,132387,132387,132391,132387
f9c77129c44a,perf_math_matmul,264495,264495,264495,264495,264495,264495,264495,264495,264495,264495
82ad0a1daf9f,perf_math_matmul,396612,396612,396617,396612,396617,396612,396617,396612,396617,396612
21ae4f48cd2b,perf_math_matmul,528726,528726,528726,528726,528726,528726,528727,528726,528726,528726
7e2aaf1491a1,perf_math_matmul,2136492,2136492,2136490,2136490,2136490,2136490,2136491,2136490,2136491,2136490
c285a4828452,perf_math_matmul,1989035,1989034,1989034,1989034,1989035,1989035,1989034,1989034,1989036,1989035
99c0e520bd06,perf_math_matmul,528726,528726,528726,528727,528726,528726,528727,528726,528726,528726
a284821d2f8a,perf_math_matmul,396617,396617,396617,396612,396612,396617,396612,396617,396617,396617
c400f048ae7e,perf_math_matmul,264495,264495,264495,264495,264495,264495,264496,264495,264495,264495
02cfac5422fd,perf_math_matmul,132387,132387,132387,132387,132387,132387,132387,132387,132387,132387
3d4948663010,perf_math_matmul,150525,150523,150508,150498,150522,150495,150523,150497,150521,150527
38a0e18e4e3b,perf_math_matmul,264485,264485,264485,264485,264485,264485,264485,264485,264485,264485
b8be8b2035ec,perf_math_matmul,396592,396593,396591,396592,396592,396593,396592,396593,396593,396593
3e56b8cd8fc3,perf_math_matmul,792896,792896,792896,792895,792897,792896,792896,792897,792896,792897
d10a0e75f855,perf_math_matmul,924999,924999,925000,924999,924999,924999,924999,924999,924999,925000
2141a57e1093,perf_math_matmul,1057103,1057103,1057103,1057103,1057104,1057103,1057104,1057103,1057103,1057103
32d30518a834,perf_math_matmul,924999,924999,924999,924999,925000,925000,925000,925000,924999,924999
392ee3182ad8,perf_math_matmul,792897,792897,792897,792896,792897,792897,792897,792896,792896,792897
9e50f4c10a62,perf_math_matmul,264485,264486,264485,264486,264485,264485,264485,264485,264485,264485
4c984014632b,perf_math_matmul,150527,150525,150521,150497,150496,150523,150528,150524,150523,150497
b637882418bd,perf_math_matmul,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437
3dcfb6043df7,perf_math_matmul,1585548,1585548,1585548,1585548,1585548,1585548,1585549,1585548,1585548,1585548
c479e8ca3411,perf_math_matmul,1717659,1717659,1717659,1717659,1717659,1717659,1717659,1717660,1717659,1717659
2e0669af25a4,perf_math_matmul,1862046,1862046,1862046,1862046,1862046,1862046,1862046,1862046,1862046,1862046
8a965d6f1c04,perf_math_matmul,2009502,2009502,2009502,2009503,2009502,2009502,2009502,2009502,2009502,2009502
9ceb3c67a690,perf_math_matmul,2009502,2009502,2009502,2009503,2009503,2009502,2009502,2009503,2009502,2009502
e09be15c1145,perf_math_matmul,1862046,1862047,1862047,1862046,1862046,1862046,1862046,1862046,1862046,1862046
84fc81cc45f6,perf_math_matmul,1717659,1717659,1717659,1717659,1717659,1717659,1717659,1717659,1717660,1717659
336a6f7d8b5b,perf_math_matmul,1585548,1585549,1585548,1585548,1585548,1585548,1585548,1585548,1585548,1585549
258f01541ff0,perf_math_matmul,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437,1453437
86e63239e37c,perf_math_matmul,132355,132355,132354,132354,132355,132355,132354,132355,132354,132354
16b665608656,perf_math_matmul,264453,264454,264454,264455,264454,264454,264455,264454,264454,264453
b5635ef748c6,perf_math_matmul,396560,396560,396560,396560,396560,396560,396560,396560,396560,396560
3c1bd93c8b5c,perf_math_matmul,528666,528667,528666,528666,528665,528667,528665,528666,528666,528666
5ac85267c7b5,perf_math_matmul,660772,660773,660773,660772,660772,660772,660772,660772,660773,660772
b37aac1e2f91,perf_math_matmul,2113955,2113955,2113955,2113955,2113955,2113955,2113955,2113955,2113955,2113955
f1a25ebffa95,perf_math_matmul,528666,528666,528666,528665,528666,528666,528666,528666,528666,528667
12b3bdcbafbc,perf_math_matmul,396560,396561,396560,396561,396560,396561,396560,396560,396560,396559
c07e62fa6cfc,perf_math_matmul,264454,264454,264454,264454,264454,264455,264454,264453,264455,264455
c085b45a56cf,perf_math_matmul,132355,132354,132355,132354,132355,132355,132354,132355,132354,132355
11b9ac89f24c,perf_math_matmul,118153,118237,118153,118153,118153,118237,118153,118153,118153,118153
2bf0f7b24af8,perf_math_matmul,164150,164151,164146,164167,164156,164157,164156,164151,164137,164154
0258e86a65d3,perf_math_matmul,239495,239478,239485,239469,239486,239491,239472,239456,239466,239481
718ae48b7abb,perf_math_matmul,313772,313783,313784,313780,313783,313771,313783,313772,313784,313782
01021ed61934,perf_math_matmul,389518,389534,389513,389518,389521,389519,389520,389514,389521,389520
5b3385d23dbc,perf_math_matmul,389518,389522,389518,389520,389510,389521,389517,389519,389532,389520
37154f88f1ac,perf_math_matmul,313779,313774,313781,313784,313771,313775,313783,313773,313773,313781
599b309fe1bc,perf_math_matmul,239488,239511,239487,239485,239475,239485,239463,239475,239482,239477
159b6c019f09,perf_math_matmul,164144,164151,164145,164156,164160,164148,164147,164155,164133,164145
4f1dd5a5fc2f,perf_math_matmul,118237,118371,118153,118237,118237,118153,118153,118237,118237,118237
5de427cb0948,perf_math_matmul,299332,299319,299320,299326,299320,299320,299316,299316,299317,299325
85d1cd7eae4c,perf_math_matmul,372110,372109,372111,372103,372104,372118,372103,372108,372108,372108
15871c820d5a,perf_math_matmul,448198,448171,448181,448195,448205,448194,448224,448220,448227,448175
dd81d0393383,perf_math_matmul,521646,521644,521658,521653,521655,521643,521637,521647,521636,521646
3d8dd7184037,perf_math_matmul,596438,596447,596452,596441,596441,596452,596448,596440,596427,596438
398dbc6a6173,perf_math_matmul,521646,521660,521646,521647,521642,521639,521646,521642,521653,521644
515fc8ecce7e,perf_math_matmul,448198,448197,448192,448195,448204,448215,448218,448228,448203,448194
62aea5ccd09a,perf_math_matmul,372112,372108,372103,372113,372104,372113,372104,372100,372109,372115
902aef7c72e7,perf_math_matmul,299326,299314,299322,299326,299330,299324,299314,299327,299339,299330
bbd93f95c48f,perf_math_matmul,223875,223854,223861,223825,223858,223852,223871,223844,223879,223859
2813aed84311,perf_math_matmul,136170,136170,136170,136170,136170,136170,136170,136170,136170,136170
0ec2145f70ec,perf_math_matmul,180544,180553,180570,180554,180550,180543,180572,180591,180539,180554
fda657dd8eb1,perf_math_matmul,256410,256420,256395,256409,256404,256406,256420,256417,256410,256396
dab0dc31bcde,perf_math_matmul,239997,239987,240008,239991,239954,239978,239974,239977,239974,239975
ac7b8aac6dfc,perf_math_matmul,333209,333200,333207,333209,333191,333225,333229,333214,333205,333196
a86efddcb0ce,perf_math_matmul,315761,315776,315776,315785,315764,315736,315747,315762,315737,315761
d41631ceb5b3,perf_math_matmul,256411,256421,256431,256394,256406,256434,256401,256405,256405,256393
0407bd8c4af5,perf_math_matmul,239985,239945,239972,239976,239993,239995,239993,239983,239973,239986
d7e69b0f48f4,perf_math_matmul,180553,180558,180558,180542,180567,180548,180539,180538,180549,180528
8cecb8f35297,perf_math_matmul,136170,136170,136189,136189,136170,136170,136170,136170,136170,136170
ab41af01f636,perf_math_matmul,300392,300392,300397,300394,300392,300401,300395,300386,300388,300402
9fd0a050988a,perf_math_matmul,374174,374160,374176,374169,374167,374167,374157,374164,374161,374166
0168639db74b,perf_math_matmul,455084,455077,455088,455082,455081,455070,455078,455082,455078,455082
cce65d56814f,perf_math_matmul,538261,538269,538295,538296,538276,538279,538269,538266,538278,538250
b22474c63192,perf_math_matmul,621646,621650,621661,621645,621662,621625,621692,621674,621668,621678
a66dcf638d7a,perf_math_matmul,538298,538259,538284,538296,538252,538291,538274,538291,538297,538267
839bc1be3bc2,perf_math_matmul,455076,455087,455072,455083,455077,455088,455081,455086,455083,455085
a674ea6906f4,perf_math_matmul,374152,374169,374164,374162,374160,374152,374160,374162,374158,374164
a30e7cf9015d,perf_math_matmul,300388,300392,300388,300390,300386,300381,300391,300393,300388,300390
db1f0faa401d,perf_math_matmul,225393,225406,225402,225405,225407,225390,225392,225390,225393,225409
4c1db932ec16,perf_math_matmul,150516,150457,150457,150500,150515,150518,150515,150457,150516,150458
bd85895d5ba1,perf_math_matmul,150475,150471,150527,150546,150471,150529,150502,150531,150473,150471
0589affcc414,perf_math_matmul,165893,165898,165910,165892,165912,165916,165890,165910,165920,165896
7eb53dc3472c,perf_math_matmul,229717,229702,229711,229707,229704,229697,229697,229708,229696,229706
6530e5663be0,perf_math_matmul,300443,300444,300448,300443,300448,300449,300441,300446,300448,300447
5822d2db817e,perf_math_matmul,302483,302486,302483,302487,302487,302480,302485,302484,302478,302485
133a0d81808d,perf_math_matmul,226668,226658,226664,226664,226660,226669,226671,226653,226664,226640
cd5d18a29486,perf_math_matmul,229701,229704,229708,229705,229695,229686,229706,229703,229703,229721
9b4792d37e95,perf_math_matmul,165896,165898,165892,165899,165890,165910,165891,165910,165891,165893
84bebc38294c,perf_math_matmul,150459,150515,150460,150458,150460,150457,150459,150457,150459,150457
cf4a776f5626,perf_math_matmul,118211,118211,118068,118211,118067,118322,118238,118238,118211,118067
d3d2c534cf2e,perf_math_matmul,151830,151826,151832,151828,151825,151828,151829,151825,151831,151829
10f35e6ffea2,perf_math_matmul,224670,224678,224666,224678,224667,224663,224665,224666,224671,224685
d4c258be6ad2,perf_math_matmul,151828,151829,151830,151828,151828,151828,151828,151828,151828,151826
313e430ad4a3,perf_math_matmul,118238,118211,118238,118211,118211,118211,118211,118211,118211,118238
f00057190bc3,perf_math_matmul,421258,421284,421291,421309,421289,421293,421273,421261,421312,421289
9eead736ceab,perf_math_matmul,532508,532465,532729,532419,532453,532309,532758,532300,532240,532756
dd71c1004ea9,perf_math_matmul,643803,643811,643879,643805,643774,643871,643836,643802,643787,643776
aa3c8043c798,perf_math_matmul,751084,751063,751059,751072,751061,751043,751059,751066,751055,751039
eafbd3516680,perf_math_matmul,854152,854159,854160,854144,854141,854152,854135,854146,854140,854139
8aeeffa4c2e3,perf_math_matmul,751045,751055,751062,751050,751072,751061,751053,751040,751056,751063
b67fd27e261a,perf_math_matmul,643756,643812,643858,643847,643825,643801,643796,643784,643867,643782
6addd0c76025,perf_math_matmul,532751,532286,532757,532316,532432,532760,532653,532410,532747,532742
31674f057667,perf_math_matmul,421256,421307,421268,421282,421276,421279,421298,421313,421301,421274
2f2831a55ab8,perf_math_matmul,309825,309827,309778,309849,309787,309845,309774,309817,309759,309799
f36af320fb24,perf_math_matmul,151496,151552,151492,151493,151548,151491,151510,151498,151495,151548
426bd0af10e3,perf_math_matmul,189760,189766,189761,189766,189765,189758,189755,189756,189767,189764
5a70a8046ddb,perf_math_matmul,265563,265507,265549,265551,265559,265506,265547,265549,265534,265552
1b30193c91b5,perf_math_matmul,243197,243161,243172,243189,243161,243164,243172,243160,243166,243158
81eeec3af94d,perf_math_matmul,342464,342448,342479,342462,342453,342452,342464,342478,342437,342453
e7afec6c72ff,perf_math_matmul,316815,316816,316822,316820,316825,316802,316825,316819,316811,316830
957449c83633,perf_math_matmul,265552,265533,265531,265547,265572,265514,265532,265543,265552,265549
5265d5842b24,perf_math_matmul,243195,243162,243171,243164,243161,243163,243164,243189,243142,243156
c03ae6a7f8c4,perf_math_matmul,189764,189767,189755,189761,189770,189759,189752,189754,189782,189757
84dca20937e5,perf_math_matmul,151494,151550,151536,151552,151495,151544,151539,151499,151550,151491
85124ea9f2ae,perf_math_matmul,137467,137466,137461,137467,137461,137462,137467,137466,137467,137465
3f9d18906cdf,perf_math_matmul,224523,224513,224526,224519,224510,224526,224522,224534,224525,224529
1ae24d56b90a,perf_math_matmul,337204,337190,337200,337176,337169,337168,337195,337202,337158,337210
5293fb84aaf1,perf_math_matmul,549255,549255,549262,549236,549257,549250,549235,549241,549254,549243
ef08d73ee820,perf_math_matmul,644471,644490,644485,644478,644482,644493,644494,644496,644503,644484
e8be3d97db40,perf_math_matmul,735679,735678,735671,735687,735679,735682,735677,735687,735681,735653
f8b21a73daa7,perf_math_matmul,644488,644479,644486,644483,644511,644498,644483,644475,644495,644491
ae8fb07e938c,perf_math_matmul,549241,549235,549238,549223,549253,549238,549242,549252,549236,549246
1b02cc4c968e,perf_math_matmul,224511,224527,224516,224508,224513,224521,224504,224510,224518,224509
4f2c584176b3,perf_math_matmul,137467,137461,137467,137472,137468,137463,137463,137461,137467,137462
9676911eea03,perf_math_matmul,118532,118106,118106,118106,118106,118106,118106,118106,118188,118188
51e9ca1fb2cc,perf_math_matmul,165173,165175,165178,165170,165190,165181,165171,165172,165173,165192
253baea5e9fa,perf_math_matmul,242985,242990,242976,242994,242990,242998,242985,242983,242989,242996
8a478312d188,perf_math_matmul,317847,317837,317837,317826,317840,317860,317857,317845,317859,317863
944199296966,perf_math_matmul,392663,392663,392664,392665,392664,392664,392666,392667,392664,392662
579032bccc18,perf_math_matmul,392664,392662,392670,392668,392667,392665,392671,392669,392662,392665
3b19369c88df,perf_math_matmul,317843,317842,317857,317863,317843,317837,317837,317838,317843,317841
2558aa3b2777,perf_math_matmul,242989,242993,242991,242991,242983,242992,242994,242993,242999,242999
53e9c862c141,perf_math_matmul,165177,165184,165173,165185,165162,165177,165174,165174,165177,165181
6675638f66ce,perf_math_matmul,118106,118188,118233,118106,118106,118106,118106,118106,118188,118188
867f9b827f45,perf_math_matmul,118183,118183,118183,118183,118135,118183,118183,118183,118183,118135
d2aee416c732,perf_math_matmul,154842,154855,154856,154852,154860,154837,154835,154850,154850,154840
0359ffe0a0de,perf_math_matmul,228612,228618,228591,228605,228603,228606,228616,228596,228605,228607
f49fd1c7376d,perf_math_matmul,303477,303479,303482,303480,303479,303484,303495,303481,303486,303480
553d2e02d910,perf_math_matmul,379210,379201,379201,379215,379193,379200,379204,379197,379198,379199
5fb62a6b00e6,perf_math_matmul,379204,379211,379191,379207,379201,379211,379191,379196,379203,379208
19ef9ac913b3,perf_math_matmul,303485,303481,303483,303478,303482,303489,303469,303478,303480,303478
8dd3a7763d2a,perf_math_matmul,228609,228613,228631,228613,228613,228592,228608,228593,228608,228608
6468906c884b,perf_math_matmul,154838,154843,154836,154839,154829,154834,154843,154850,154840,154832
6df8c43ae7d9,perf_math_matmul,118183,118135,118135,118135,118183,118183,118183,118183,118135,118532
33ba4f46b761,perf_math_matmul,152108,152096,152098,152077,152070,152100,152097,152062,152082,152102
7898fdf9c30a,perf_math_matmul,195707,195434,195592,195575,195844,195506,195549,195051,195316,195686
656bf8b94171,perf_math_matmul,277858,277881,277902,277853,277881,277923,277865,277895,277893,277836
04a2bcca85ad,perf_math_matmul,251098,251057,251092,251085,251101,251072,251110,251089,251124,251093
422b167a5a92,perf_math_matmul,360636,360647,360608,360662,360646,360587,360638,360618,360623,360638
