label,ctx,chunk,layer,min_head_pcc,layer_pcc,relative_rmse
mlpexp_m3_hifi2_bf16_c8192,256k,8192,37,0.914216,0.939287,0.348949
mlpexp_m3_hifi2_bf16_c8192,256k,8192,38,0.911697,0.933781,0.364404
mlpexp_m3_hifi2_bf16_c8192,256k,8192,39,0.901674,0.930940,0.372164
mlpexp_m3_hifi2_bf16_c8192,256k,8192,40,0.923145,0.943638,0.336211
mlpexp_m3_hifi2_bf16_c8192,256k,8192,41,0.936488,0.952048,0.310105
mlpexp_m3_hifi2_bf16_c8192,256k,8192,42,0.924315,0.939006,0.349754
mlpexp_m3_hifi2_bf16_c8192,256k,8192,43,0.913761,0.941442,0.342684
mlpexp_m3_hifi2_bf16_c8192,256k,8192,44,0.926090,0.939995,0.346898
mlpexp_m3_hifi2_bf16_c8192,256k,8192,45,0.931547,0.940874,0.344353
mlpexp_m3_hifi2_bf16_c8192,256k,8192,46,0.922644,0.943555,0.336460
mlpexp_m3_hifi2_bf16_c8192,256k,8192,47,0.942057,0.948479,0.321441
mlpexp_m3_hifi2_bf16_c8192,256k,8192,48,0.927798,0.945823,0.329627
mlpexp_m3_hifi2_bf16_c8192,256k,8192,49,0.939386,0.960586,0.281137
mlpexp_m3_hifi2_bf16_c8192,256k,8192,50,0.914371,0.924247,0.389757
mlpexp_m3_hifi2_bf16_c8192,256k,8192,51,0.912588,0.934809,0.361587
mlpexp_m3_hifi2_bf16_c8192,256k,8192,52,0.914955,0.928953,0.377479
mlpexp_m3_hifi2_bf16_c8192,256k,8192,53,0.940866,0.944921,0.332356
mlpexp_m3_hifi2_bf16_c8192,256k,8192,54,0.933838,0.951454,0.311999
mlpexp_m3_hifi2_bf16_c8192,256k,8192,55,0.926054,0.943515,0.336531
mlpexp_m3_hifi2_bf16_c8192,256k,8192,56,0.931190,0.948346,0.321861
mlpexp_m3_hifi2_bf16_c8192,256k,8192,57,0.917891,0.939475,0.348395
mlpexp_m3_hifi2_bf16_c8192,256k,8192,58,0.947939,0.964069,0.268409
mlpexp_m3_hifi2_bf16_c8192,256k,8192,59,0.969735,0.977042,0.214583
mlpexp_mlpoff_c8192,256k,8192,0,0.999910,0.999938,0.011490
mlpexp_mlpoff_c8192,256k,8192,1,0.999835,0.999869,0.016441
mlpexp_mlpoff_c8192,256k,8192,2,0.999836,0.999868,0.016514
mlpexp_mlpoff_c8192,256k,8192,3,0.999713,0.999779,0.021256
mlpexp_mlpoff_c8192,256k,8192,4,0.999644,0.999694,0.024940
mlpexp_mlpoff_c8192,256k,8192,5,0.999668,0.999694,0.024938
mlpexp_mlpoff_c8192,256k,8192,6,0.997921,0.998639,0.052316
mlpexp_mlpoff_c8192,256k,8192,7,0.998036,0.999061,0.043493
mlpexp_mlpoff_c8192,256k,8192,8,0.998463,0.999386,0.035210
mlpexp_mlpoff_c8192,256k,8192,9,0.998640,0.999289,0.037858
mlpexp_mlpoff_c8192,256k,8192,10,0.998813,0.999216,0.039748
mlpexp_mlpoff_c8192,256k,8192,11,0.998899,0.999055,0.043622
mlpexp_mlpoff_c8192,256k,8192,12,0.998679,0.999443,0.033541
mlpexp_mlpoff_c8192,256k,8192,13,0.999216,0.999411,0.034486
mlpexp_mlpoff_c8192,256k,8192,14,0.998977,0.999280,0.038107
mlpexp_mlpoff_c8192,256k,8192,15,0.998627,0.999175,0.040771
mlpexp_mlpoff_c8192,256k,8192,16,0.998533,0.998831,0.048484
mlpexp_mlpoff_c8192,256k,8192,17,0.998537,0.998817,0.048769
mlpexp_mlpoff_c8192,256k,8192,18,0.993077,0.997181,0.075236
mlpexp_mlpoff_c8192,256k,8192,19,0.994542,0.997351,0.072945
mlpexp_mlpoff_c8192,256k,8192,20,0.995208,0.996939,0.078391
mlpexp_mlpoff_c8192,256k,8192,21,0.992811,0.994382,0.106183
mlpexp_mlpoff_c8192,256k,8192,22,0.992675,0.994070,0.109084
mlpexp_mlpoff_c8192,256k,8192,23,0.990586,0.995271,0.097415
mlpexp_mlpoff_c8192,256k,8192,24,0.987437,0.990457,0.138364
mlpexp_mlpoff_c8192,256k,8192,25,0.980987,0.987176,0.160380
mlpexp_mlpoff_c8192,256k,8192,26,0.980223,0.985056,0.173139
mlpexp_mlpoff_c8192,256k,8192,27,0.975788,0.980118,0.199702
mlpexp_mlpoff_c8192,256k,8192,28,0.963092,0.975495,0.221701
mlpexp_mlpoff_c8192,256k,8192,29,0.948240,0.977456,0.212648
mlpexp_mlpoff_c8192,256k,8192,30,0.949496,0.961392,0.278270
mlpexp_mlpoff_c8192,256k,8192,31,0.936743,0.959890,0.283629
mlpexp_mlpoff_c8192,256k,8192,32,0.939919,0.954235,0.302956
mlpexp_mlpoff_c8192,256k,8192,33,0.929920,0.943335,0.337111
mlpexp_mlpoff_c8192,256k,8192,34,0.923098,0.942376,0.339949
mlpexp_mlpoff_c8192,256k,8192,35,0.932229,0.943923,0.335349
mlpexp_mlpoff_c8192,256k,8192,36,0.920741,0.944298,0.334240
mlpexp_mlpoff_c8192,256k,8192,37,0.921966,0.945043,0.331998
mlpexp_mlpoff_c8192,256k,8192,38,0.919542,0.940620,0.345074
mlpexp_mlpoff_c8192,256k,8192,39,0.911844,0.938287,0.351812
mlpexp_mlpoff_c8192,256k,8192,40,0.934196,0.950570,0.314859
mlpexp_mlpoff_c8192,256k,8192,41,0.946112,0.957403,0.292277
mlpexp_mlpoff_c8192,256k,8192,42,0.936635,0.948836,0.320333
mlpexp_mlpoff_c8192,256k,8192,43,0.929158,0.950982,0.313531
mlpexp_mlpoff_c8192,256k,8192,44,0.938747,0.950009,0.316633
mlpexp_mlpoff_c8192,256k,8192,45,0.943731,0.950944,0.313664
mlpexp_mlpoff_c8192,256k,8192,46,0.936379,0.952981,0.307088
mlpexp_mlpoff_c8192,256k,8192,47,0.952041,0.956978,0.293737
mlpexp_mlpoff_c8192,256k,8192,48,0.940122,0.955093,0.300108
mlpexp_mlpoff_c8192,256k,8192,49,0.949987,0.966713,0.258363
mlpexp_mlpoff_c8192,256k,8192,50,0.930878,0.938689,0.350640
mlpexp_mlpoff_c8192,256k,8192,51,0.929564,0.947127,0.325640
mlpexp_mlpoff_c8192,256k,8192,52,0.931760,0.942584,0.339344
mlpexp_mlpoff_c8192,256k,8192,53,0.951436,0.954199,0.303078
mlpexp_mlpoff_c8192,256k,8192,54,0.946027,0.959960,0.283350
mlpexp_mlpoff_c8192,256k,8192,55,0.939963,0.953994,0.303714
mlpexp_mlpoff_c8192,256k,8192,56,0.944373,0.957797,0.290933
mlpexp_mlpoff_c8192,256k,8192,57,0.934260,0.951339,0.312389
mlpexp_mlpoff_c8192,256k,8192,58,0.957443,0.970226,0.244339
mlpexp_mlpoff_c8192,256k,8192,59,0.976477,0.982278,0.188536
mlpfp32_256k_c8192,256k,8192,0,0.999853,0.999873,0.016228
mlpfp32_256k_c8192,256k,8192,1,0.999801,0.999832,0.018601
mlpfp32_256k_c8192,256k,8192,2,0.999809,0.999837,0.018310
mlpfp32_256k_c8192,256k,8192,3,0.999698,0.999759,0.022178
mlpfp32_256k_c8192,256k,8192,4,0.999657,0.999692,0.025108
mlpfp32_256k_c8192,256k,8192,5,0.999648,0.999681,0.025484
mlpfp32_256k_c8192,256k,8192,6,0.997920,0.998652,0.052095
mlpfp32_256k_c8192,256k,8192,7,0.998011,0.999055,0.043646
mlpfp32_256k_c8192,256k,8192,8,0.998550,0.999380,0.035385
mlpfp32_256k_c8192,256k,8192,9,0.998587,0.999275,0.038271
mlpfp32_256k_c8192,256k,8192,10,0.998836,0.999225,0.039573
mlpfp32_256k_c8192,256k,8192,11,0.998868,0.999033,0.044149
mlpfp32_256k_c8192,256k,8192,12,0.998558,0.999376,0.035496
mlpfp32_256k_c8192,256k,8192,13,0.999211,0.999420,0.034258
mlpfp32_256k_c8192,256k,8192,14,0.998957,0.999283,0.038066
mlpfp32_256k_c8192,256k,8192,15,0.998587,0.999142,0.041587
mlpfp32_256k_c8192,256k,8192,16,0.998578,0.998872,0.047689
mlpfp32_256k_c8192,256k,8192,17,0.998532,0.998795,0.049263
mlpfp32_256k_c8192,256k,8192,18,0.992931,0.997231,0.074605
mlpfp32_256k_c8192,256k,8192,19,0.994009,0.997279,0.073950
mlpfp32_256k_c8192,256k,8192,20,0.995048,0.996876,0.079212
mlpfp32_256k_c8192,256k,8192,21,0.992942,0.994469,0.105382
mlpfp32_256k_c8192,256k,8192,22,0.992746,0.994027,0.109494
mlpfp32_256k_c8192,256k,8192,23,0.990561,0.995102,0.099149
mlpfp32_256k_c8192,256k,8192,24,0.987114,0.990402,0.138775
mlpfp32_256k_c8192,256k,8192,25,0.980941,0.987238,0.160006
mlpfp32_256k_c8192,256k,8192,26,0.980206,0.985058,0.173139
mlpfp32_256k_c8192,256k,8192,27,0.975839,0.980213,0.199233
mlpfp32_256k_c8192,256k,8192,28,0.963977,0.975948,0.219652
mlpfp32_256k_c8192,256k,8192,29,0.948707,0.977917,0.210491
mlpfp32_256k_c8192,256k,8192,30,0.950950,0.962317,0.274928
mlpfp32_256k_c8192,256k,8192,31,0.938468,0.960915,0.279987
mlpfp32_256k_c8192,256k,8192,32,0.941509,0.955407,0.299057
mlpfp32_256k_c8192,256k,8192,33,0.931758,0.944979,0.332192
mlpfp32_256k_c8192,256k,8192,34,0.925297,0.943726,0.335948
mlpfp32_256k_c8192,256k,8192,35,0.934655,0.945230,0.331419
mlpfp32_256k_c8192,256k,8192,36,0.922331,0.945554,0.330458
mlpfp32_256k_c8192,256k,8192,37,0.924285,0.946539,0.327455
mlpfp32_256k_c8192,256k,8192,38,0.921689,0.942382,0.339926
mlpfp32_256k_c8192,256k,8192,39,0.914644,0.940097,0.346622
mlpfp32_256k_c8192,256k,8192,40,0.936830,0.952166,0.309741
mlpfp32_256k_c8192,256k,8192,41,0.948702,0.957963,0.290394
mlpfp32_256k_c8192,256k,8192,42,0.939186,0.950965,0.313607
mlpfp32_256k_c8192,256k,8192,43,0.932977,0.953088,0.306740
mlpfp32_256k_c8192,256k,8192,44,0.941876,0.952328,0.309213
mlpfp32_256k_c8192,256k,8192,45,0.946870,0.953476,0.305469
mlpfp32_256k_c8192,256k,8192,46,0.939478,0.955188,0.299802
mlpfp32_256k_c8192,256k,8192,47,0.954233,0.958626,0.288065
mlpfp32_256k_c8192,256k,8192,48,0.943565,0.957298,0.292663
mlpfp32_256k_c8192,256k,8192,49,0.951653,0.967889,0.253765
mlpfp32_256k_c8192,256k,8192,50,0.934993,0.942416,0.339834
mlpfp32_256k_c8192,256k,8192,51,0.933837,0.950249,0.315890
mlpfp32_256k_c8192,256k,8192,52,0.936312,0.946142,0.328672
mlpfp32_256k_c8192,256k,8192,53,0.954221,0.956368,0.295822
mlpfp32_256k_c8192,256k,8192,54,0.949657,0.961848,0.276596
mlpfp32_256k_c8192,256k,8192,55,0.943713,0.956521,0.295257
mlpfp32_256k_c8192,256k,8192,56,0.947520,0.959850,0.283782
mlpfp32_256k_c8192,256k,8192,57,0.938491,0.954359,0.302557
mlpfp32_256k_c8192,256k,8192,58,0.959724,0.971573,0.238755
mlpfp32_256k_c8192,256k,8192,59,0.978240,0.983605,0.181395
norm256k_c8192,256k,8192,0,0.999852,0.999874,0.016208
norm256k_c8192,256k,8192,1,0.999755,0.999804,0.020062
norm256k_c8192,256k,8192,2,0.999768,0.999807,0.019920
norm256k_c8192,256k,8192,3,0.999638,0.999712,0.024224
norm256k_c8192,256k,8192,4,0.999547,0.999602,0.028480
norm256k_c8192,256k,8192,5,0.999576,0.999607,0.028252
norm256k_c8192,256k,8192,6,0.997774,0.998524,0.054500
norm256k_c8192,256k,8192,7,0.997880,0.998962,0.045737
norm256k_c8192,256k,8192,8,0.998296,0.999282,0.038073
norm256k_c8192,256k,8192,9,0.998479,0.999184,0.040576
norm256k_c8192,256k,8192,10,0.998657,0.999097,0.042691
norm256k_c8192,256k,8192,11,0.998755,0.998920,0.046657
norm256k_c8192,256k,8192,12,0.998466,0.999342,0.036430
norm256k_c8192,256k,8192,13,0.999094,0.999311,0.037301
norm256k_c8192,256k,8192,14,0.998822,0.999158,0.041216
norm256k_c8192,256k,8192,15,0.998444,0.999044,0.043903
norm256k_c8192,256k,8192,16,0.998344,0.998665,0.051862
norm256k_c8192,256k,8192,17,0.998370,0.998667,0.051782
norm256k_c8192,256k,8192,18,0.992593,0.996916,0.078721
norm256k_c8192,256k,8192,19,0.993888,0.997078,0.076628
norm256k_c8192,256k,8192,20,0.994716,0.996624,0.082332
norm256k_c8192,256k,8192,21,0.992230,0.993923,0.110449
norm256k_c8192,256k,8192,22,0.992057,0.993540,0.113864
norm256k_c8192,256k,8192,23,0.990007,0.994824,0.101923
norm256k_c8192,256k,8192,24,0.986598,0.989814,0.142961
norm256k_c8192,256k,8192,25,0.979816,0.986418,0.165063
norm256k_c8192,256k,8192,26,0.979060,0.984205,0.178010
norm256k_c8192,256k,8192,27,0.974550,0.979097,0.204770
norm256k_c8192,256k,8192,28,0.961534,0.974436,0.226447
norm256k_c8192,256k,8192,29,0.945585,0.976486,0.217196
norm256k_c8192,256k,8192,30,0.947472,0.959923,0.283522
norm256k_c8192,256k,8192,31,0.934677,0.958484,0.288565
norm256k_c8192,256k,8192,32,0.938021,0.952738,0.307878
norm256k_c8192,256k,8192,33,0.928023,0.941719,0.341889
norm256k_c8192,256k,8192,34,0.921127,0.940887,0.344316
norm256k_c8192,256k,8192,35,0.930718,0.942309,0.340142
norm256k_c8192,256k,8192,36,0.919003,0.943000,0.338120
norm256k_c8192,256k,8192,37,0.920203,0.943811,0.335707
norm256k_c8192,256k,8192,38,0.918014,0.939422,0.348549
norm256k_c8192,256k,8192,39,0.910152,0.937074,0.355260
norm256k_c8192,256k,8192,40,0.933219,0.949710,0.317591
norm256k_c8192,256k,8192,41,0.944672,0.955981,0.297148
norm256k_c8192,256k,8192,42,0.935536,0.947910,0.323226
norm256k_c8192,256k,8192,43,0.928198,0.950112,0.316317
norm256k_c8192,256k,8192,44,0.937960,0.949290,0.318913
norm256k_c8192,256k,8192,45,0.943084,0.950360,0.315530
norm256k_c8192,256k,8192,46,0.935874,0.952349,0.309152
norm256k_c8192,256k,8192,47,0.951229,0.956001,0.297060
norm256k_c8192,256k,8192,48,0.938631,0.954181,0.303156
norm256k_c8192,256k,8192,49,0.948850,0.966123,0.260651
norm256k_c8192,256k,8192,50,0.929769,0.937850,0.353048
norm256k_c8192,256k,8192,51,0.928588,0.946453,0.327720
norm256k_c8192,256k,8192,52,0.931059,0.941920,0.341307
norm256k_c8192,256k,8192,53,0.950926,0.953471,0.305482
norm256k_c8192,256k,8192,54,0.945493,0.959476,0.285062
norm256k_c8192,256k,8192,55,0.939323,0.953483,0.305395
norm256k_c8192,256k,8192,56,0.943749,0.957263,0.292780
norm256k_c8192,256k,8192,57,0.933725,0.950874,0.313891
norm256k_c8192,256k,8192,58,0.956828,0.969735,0.246356
norm256k_c8192,256k,8192,59,0.976031,0.981961,0.190267
norm_only_c4096,8k,4096,0,0.999850,0.999874,0.016170
norm_only_c4096,8k,4096,1,0.999692,0.999758,0.022246
norm_only_c4096,8k,4096,2,0.999697,0.999761,0.022106
norm_only_c4096,8k,4096,3,0.999556,0.999654,0.026534
norm_only_c4096,8k,4096,4,0.999468,0.999530,0.030903
norm_only_c4096,8k,4096,5,0.999536,0.999556,0.029991
norm_only_c4096,8k,4096,6,0.999151,0.999363,0.035877
norm_only_c4096,8k,4096,7,0.999048,0.999491,0.032083
norm_only_c4096,8k,4096,8,0.998950,0.999503,0.031742
norm_only_c4096,8k,4096,9,0.999240,0.999474,0.032644
norm_only_c4096,8k,4096,10,0.999045,0.999373,0.035616
norm_only_c4096,8k,4096,11,0.999175,0.999341,0.036478
norm_only_c4096,8k,4096,12,0.999262,0.999622,0.027671
norm_only_c4096,8k,4096,13,0.999332,0.999455,0.033203
norm_only_c4096,8k,4096,14,0.999150,0.999347,0.036317
norm_only_c4096,8k,4096,15,0.999149,0.999388,0.035186
norm_only_c4096,8k,4096,16,0.998855,0.999133,0.041855
norm_only_c4096,8k,4096,17,0.999155,0.999268,0.038450
norm_only_c4096,8k,4096,18,0.997792,0.998344,0.057752
norm_only_c4096,8k,4096,19,0.997994,0.998808,0.049004
norm_only_c4096,8k,4096,20,0.997827,0.998471,0.055459
norm_only_c4096,8k,4096,21,0.996058,0.996592,0.082747
norm_only_c4096,8k,4096,22,0.995475,0.996431,0.084661
norm_only_c4096,8k,4096,23,0.994140,0.996796,0.080208
norm_only_c4096,8k,4096,24,0.992911,0.994242,0.107513
norm_only_c4096,8k,4096,25,0.988507,0.992088,0.125998
norm_only_c4096,8k,4096,26,0.986901,0.989790,0.143135
norm_only_c4096,8k,4096,27,0.981681,0.985315,0.171644
norm_only_c4096,8k,4096,28,0.969857,0.980065,0.199973
norm_only_c4096,8k,4096,29,0.963538,0.979286,0.203830
norm_only_c4096,8k,4096,30,0.946146,0.962427,0.274529
norm_only_c4096,8k,4096,31,0.937966,0.962304,0.274964
norm_only_c4096,8k,4096,32,0.941743,0.958670,0.287912
norm_only_c4096,8k,4096,33,0.929163,0.948815,0.320383
norm_only_c4096,8k,4096,34,0.932193,0.952213,0.309574
norm_only_c4096,8k,4096,35,0.945919,0.952617,0.308255
norm_only_c4096,8k,4096,36,0.923525,0.949611,0.317905
norm_only_c4096,8k,4096,37,0.925856,0.949641,0.317812
norm_only_c4096,8k,4096,38,0.928790,0.949282,0.318927
norm_only_c4096,8k,4096,39,0.916843,0.951328,0.312449
norm_only_c4096,8k,4096,40,0.949562,0.967764,0.254278
norm_only_c4096,8k,4096,41,0.964212,0.971167,0.240483
norm_only_c4096,8k,4096,42,0.963006,0.971099,0.240774
norm_only_c4096,8k,4096,43,0.961728,0.972764,0.233735
norm_only_c4096,8k,4096,44,0.967733,0.972692,0.234041
norm_only_c4096,8k,4096,45,0.969254,0.974047,0.228165
norm_only_c4096,8k,4096,46,0.966017,0.974925,0.224279
norm_only_c4096,8k,4096,47,0.975277,0.977028,0.214652
norm_only_c4096,8k,4096,48,0.968947,0.975497,0.221702
norm_only_c4096,8k,4096,49,0.970569,0.980728,0.196602
norm_only_c4096,8k,4096,50,0.963842,0.966909,0.257634
norm_only_c4096,8k,4096,51,0.961799,0.970760,0.242186
norm_only_c4096,8k,4096,52,0.964148,0.968971,0.249489
norm_only_c4096,8k,4096,53,0.975278,0.976305,0.218027
norm_only_c4096,8k,4096,54,0.971749,0.978056,0.209784
norm_only_c4096,8k,4096,55,0.969463,0.975439,0.221931
norm_only_c4096,8k,4096,56,0.973025,0.977043,0.214598
norm_only_c4096,8k,4096,57,0.966779,0.975134,0.223333
norm_only_c4096,8k,4096,58,0.976268,0.982050,0.189749
norm_only_c4096,8k,4096,59,0.987967,0.989590,0.144533
norm_only_c8192,8k,8192,0,0.999850,0.999874,0.016170
norm_only_c8192,8k,8192,1,0.999708,0.999768,0.021774
norm_only_c8192,8k,8192,2,0.999715,0.999773,0.021558
norm_only_c8192,8k,8192,3,0.999582,0.999671,0.025857
norm_only_c8192,8k,8192,4,0.999505,0.999562,0.029861
norm_only_c8192,8k,8192,5,0.999554,0.999573,0.029447
norm_only_c8192,8k,8192,6,0.999230,0.999411,0.034514
norm_only_c8192,8k,8192,7,0.999140,0.999532,0.030788
norm_only_c8192,8k,8192,8,0.999052,0.999539,0.030580
norm_only_c8192,8k,8192,9,0.999300,0.999515,0.031341
norm_only_c8192,8k,8192,10,0.999123,0.999417,0.034340
norm_only_c8192,8k,8192,11,0.999309,0.999392,0.035086
norm_only_c8192,8k,8192,12,0.999315,0.999645,0.026829
norm_only_c8192,8k,8192,13,0.999354,0.999455,0.033226
norm_only_c8192,8k,8192,14,0.999152,0.999347,0.036346
norm_only_c8192,8k,8192,15,0.999079,0.999359,0.035992
norm_only_c8192,8k,8192,16,0.998742,0.998974,0.045491
norm_only_c8192,8k,8192,17,0.998998,0.999103,0.042566
norm_only_c8192,8k,8192,18,0.997698,0.998172,0.060671
norm_only_c8192,8k,8192,19,0.997646,0.998549,0.054033
norm_only_c8192,8k,8192,20,0.997460,0.998174,0.060591
norm_only_c8192,8k,8192,21,0.995089,0.995781,0.092054
norm_only_c8192,8k,8192,22,0.994285,0.995492,0.095128
norm_only_c8192,8k,8192,23,0.992377,0.996163,0.087781
norm_only_c8192,8k,8192,24,0.991837,0.993441,0.114741
norm_only_c8192,8k,8192,25,0.987358,0.991117,0.133503
norm_only_c8192,8k,8192,26,0.984933,0.988314,0.153127
norm_only_c8192,8k,8192,27,0.979231,0.983528,0.181779
norm_only_c8192,8k,8192,28,0.967833,0.978365,0.208320
norm_only_c8192,8k,8192,29,0.958917,0.977735,0.211333
norm_only_c8192,8k,8192,30,0.939303,0.958207,0.289532
norm_only_c8192,8k,8192,31,0.929700,0.959882,0.283661
norm_only_c8192,8k,8192,32,0.933047,0.955091,0.300117
norm_only_c8192,8k,8192,33,0.917890,0.944030,0.335023
norm_only_c8192,8k,8192,34,0.921040,0.944540,0.333498
norm_only_c8192,8k,8192,35,0.938315,0.945956,0.329210
norm_only_c8192,8k,8192,36,0.912217,0.941364,0.342931
norm_only_c8192,8k,8192,37,0.914723,0.942066,0.340879
norm_only_c8192,8k,8192,38,0.916594,0.940855,0.344404
norm_only_c8192,8k,8192,39,0.903021,0.942883,0.338467
norm_only_c8192,8k,8192,40,0.941238,0.961732,0.277043
norm_only_c8192,8k,8192,41,0.959271,0.967205,0.256485
norm_only_c8192,8k,8192,42,0.956954,0.965979,0.261228
norm_only_c8192,8k,8192,43,0.955119,0.968005,0.253331
norm_only_c8192,8k,8192,44,0.961967,0.967647,0.254741
norm_only_c8192,8k,8192,45,0.963786,0.969312,0.248102
norm_only_c8192,8k,8192,46,0.960436,0.970169,0.244614
norm_only_c8192,8k,8192,47,0.969863,0.972435,0.235135
norm_only_c8192,8k,8192,48,0.963023,0.970867,0.241742
norm_only_c8192,8k,8192,49,0.964974,0.976961,0.214955
norm_only_c8192,8k,8192,50,0.957460,0.961000,0.279691
norm_only_c8192,8k,8192,51,0.954577,0.965931,0.261416
norm_only_c8192,8k,8192,52,0.957230,0.963443,0.270798
norm_only_c8192,8k,8192,53,0.969879,0.971509,0.239088
norm_only_c8192,8k,8192,54,0.965998,0.973583,0.230169
norm_only_c8192,8k,8192,55,0.962517,0.970077,0.244955
norm_only_c8192,8k,8192,56,0.966579,0.972080,0.236656
norm_only_c8192,8k,8192,57,0.957474,0.969019,0.249281
norm_only_c8192,8k,8192,58,0.971059,0.977928,0.210400
norm_only_c8192,8k,8192,59,0.985353,0.986838,0.162558
packerl1_c2048,8k,2048,0,0.999850,0.999874,0.016170
packerl1_c2048,8k,2048,1,0.999709,0.999769,0.021747
packerl1_c2048,8k,2048,2,0.999718,0.999776,0.021410
packerl1_c2048,8k,2048,3,0.999585,0.999680,0.025517
packerl1_c2048,8k,2048,4,0.999497,0.999555,0.030093
packerl1_c2048,8k,2048,5,0.999563,0.999581,0.029157
packerl1_c2048,8k,2048,6,0.999178,0.999376,0.035518
packerl1_c2048,8k,2048,7,0.999102,0.999516,0.031292
packerl1_c2048,8k,2048,8,0.999053,0.999549,0.030223
packerl1_c2048,8k,2048,9,0.999295,0.999525,0.031027
packerl1_c2048,8k,2048,10,0.999092,0.999402,0.034785
packerl1_c2048,8k,2048,11,0.999279,0.999378,0.035498
packerl1_c2048,8k,2048,12,0.999318,0.999644,0.026874
packerl1_c2048,8k,2048,13,0.999319,0.999445,0.033512
packerl1_c2048,8k,2048,14,0.999094,0.999310,0.037331
packerl1_c2048,8k,2048,15,0.998995,0.999306,0.037457
packerl1_c2048,8k,2048,16,0.998606,0.998877,0.047588
packerl1_c2048,8k,2048,17,0.998907,0.999032,0.044186
packerl1_c2048,8k,2048,18,0.997520,0.998076,0.062234
packerl1_c2048,8k,2048,19,0.997617,0.998547,0.054083
packerl1_c2048,8k,2048,20,0.997491,0.998234,0.059590
packerl1_c2048,8k,2048,21,0.995641,0.996286,0.086372
packerl1_c2048,8k,2048,22,0.994583,0.995773,0.092127
packerl1_c2048,8k,2048,23,0.992921,0.996257,0.086703
packerl1_c2048,8k,2048,24,0.991874,0.993459,0.114581
packerl1_c2048,8k,2048,25,0.986477,0.990416,0.138670
packerl1_c2048,8k,2048,26,0.982894,0.986287,0.165868
packerl1_c2048,8k,2048,27,0.976522,0.980675,0.196890
packerl1_c2048,8k,2048,28,0.967899,0.977778,0.211130
packerl1_c2048,8k,2048,29,0.957155,0.977503,0.212426
packerl1_c2048,8k,2048,30,0.942409,0.959913,0.283559
packerl1_c2048,8k,2048,31,0.933685,0.961705,0.277141
packerl1_c2048,8k,2048,32,0.938625,0.957870,0.290687
packerl1_c2048,8k,2048,33,0.924849,0.948542,0.321238
packerl1_c2048,8k,2048,34,0.929392,0.950218,0.315968
packerl1_c2048,8k,2048,35,0.944439,0.951493,0.311892
packerl1_c2048,8k,2048,36,0.923413,0.948292,0.322042
packerl1_c2048,8k,2048,37,0.927511,0.949412,0.318535
packerl1_c2048,8k,2048,38,0.927657,0.949033,0.319710
packerl1_c2048,8k,2048,39,0.915117,0.950721,0.314390
packerl1_c2048,8k,2048,40,0.949915,0.967311,0.256059
packerl1_c2048,8k,2048,41,0.964850,0.971769,0.237968
packerl1_c2048,8k,2048,42,0.964074,0.971888,0.237469
packerl1_c2048,8k,2048,43,0.963187,0.973426,0.230876
packerl1_c2048,8k,2048,44,0.967822,0.972926,0.233033
packerl1_c2048,8k,2048,45,0.969989,0.974655,0.225481
packerl1_c2048,8k,2048,46,0.966898,0.975280,0.222684
packerl1_c2048,8k,2048,47,0.975598,0.977222,0.213759
packerl1_c2048,8k,2048,48,0.968551,0.975241,0.222860
packerl1_c2048,8k,2048,49,0.970187,0.980387,0.198329
packerl1_c2048,8k,2048,50,0.962257,0.966511,0.259186
packerl1_c2048,8k,2048,51,0.959526,0.970320,0.244007
packerl1_c2048,8k,2048,52,0.962791,0.968472,0.251486
packerl1_c2048,8k,2048,53,0.975174,0.976117,0.218896
packerl1_c2048,8k,2048,54,0.972166,0.976911,0.215180
packerl1_c2048,8k,2048,55,0.968259,0.974228,0.227328
packerl1_c2048,8k,2048,56,0.970645,0.975235,0.222887
packerl1_c2048,8k,2048,57,0.965258,0.974006,0.228346
packerl1_c2048,8k,2048,58,0.975543,0.980646,0.197023
packerl1_c2048,8k,2048,59,0.986576,0.988660,0.150876
packerl1_c4096,8k,4096,0,0.999850,0.999874,0.016170
packerl1_c4096,8k,4096,1,0.999709,0.999769,0.021747
packerl1_c4096,8k,4096,2,0.999718,0.999776,0.021410
packerl1_c4096,8k,4096,3,0.999585,0.999680,0.025517
packerl1_c4096,8k,4096,4,0.999497,0.999555,0.030093
packerl1_c4096,8k,4096,5,0.999563,0.999581,0.029157
packerl1_c4096,8k,4096,6,0.999177,0.999376,0.035534
packerl1_c4096,8k,4096,7,0.999103,0.999516,0.031296
packerl1_c4096,8k,4096,8,0.999046,0.999547,0.030298
packerl1_c4096,8k,4096,9,0.999292,0.999523,0.031080
packerl1_c4096,8k,4096,10,0.999088,0.999401,0.034803
packerl1_c4096,8k,4096,11,0.999275,0.999376,0.035572
packerl1_c4096,8k,4096,12,0.999322,0.999645,0.026828
packerl1_c4096,8k,4096,13,0.999318,0.999444,0.033534
packerl1_c4096,8k,4096,14,0.999091,0.999308,0.037405
packerl1_c4096,8k,4096,15,0.998990,0.999305,0.037473
packerl1_c4096,8k,4096,16,0.998595,0.998870,0.047736
packerl1_c4096,8k,4096,17,0.998863,0.998991,0.045107
packerl1_c4096,8k,4096,18,0.997468,0.998021,0.063104
packerl1_c4096,8k,4096,19,0.997446,0.998449,0.055869
packerl1_c4096,8k,4096,20,0.997310,0.998068,0.062332
