label,ctx,chunk,layer,min_head_pcc,layer_pcc,relative_rmse
base256k_c2048,256k,2048,8,0.998243,0.999266,0.038490
base256k_c2048,256k,2048,9,0.998464,0.999159,0.041168
base256k_c2048,256k,2048,10,0.998611,0.999075,0.043172
base256k_c2048,256k,2048,11,0.998734,0.998890,0.047267
base256k_c2048,256k,2048,12,0.998484,0.999340,0.036494
base256k_c2048,256k,2048,13,0.999060,0.999288,0.037904
base256k_c2048,256k,2048,14,0.998790,0.999134,0.041778
base256k_c2048,256k,2048,15,0.998449,0.999041,0.043958
base256k_c2048,256k,2048,16,0.998323,0.998659,0.051954
base256k_c2048,256k,2048,17,0.998353,0.998664,0.051839
base256k_c2048,256k,2048,18,0.992701,0.996894,0.078982
base256k_c2048,256k,2048,19,0.994300,0.997159,0.075550
base256k_c2048,256k,2048,20,0.994915,0.996715,0.081208
base256k_c2048,256k,2048,21,0.992319,0.994008,0.109667
base256k_c2048,256k,2048,22,0.992180,0.993665,0.112747
base256k_c2048,256k,2048,23,0.990023,0.994951,0.100659
base256k_c2048,256k,2048,24,0.986906,0.989948,0.142016
base256k_c2048,256k,2048,25,0.979958,0.986457,0.164820
base256k_c2048,256k,2048,26,0.978955,0.984098,0.178605
base256k_c2048,256k,2048,27,0.974407,0.978916,0.205652
base256k_c2048,256k,2048,28,0.961378,0.974333,0.226898
base256k_c2048,256k,2048,29,0.946062,0.976685,0.216264
base256k_c2048,256k,2048,30,0.947874,0.960305,0.282166
base256k_c2048,256k,2048,31,0.935002,0.958846,0.287300
base256k_c2048,256k,2048,32,0.938391,0.953084,0.306745
base256k_c2048,256k,2048,33,0.928244,0.942003,0.341054
base256k_c2048,256k,2048,34,0.921027,0.940910,0.344247
base256k_c2048,256k,2048,35,0.931125,0.942772,0.338772
base256k_c2048,256k,2048,36,0.919438,0.943081,0.337874
base256k_c2048,256k,2048,37,0.920704,0.944085,0.334883
base256k_c2048,256k,2048,38,0.918171,0.939859,0.347284
base256k_c2048,256k,2048,39,0.910635,0.937471,0.354134
base256k_c2048,256k,2048,40,0.934433,0.950310,0.315690
base256k_c2048,256k,2048,41,0.946352,0.957016,0.293618
base256k_c2048,256k,2048,42,0.937370,0.949545,0.318111
base256k_c2048,256k,2048,43,0.930926,0.951679,0.311303
base256k_c2048,256k,2048,44,0.940022,0.950905,0.313790
base256k_c2048,256k,2048,45,0.945428,0.952124,0.309872
base256k_c2048,256k,2048,46,0.938319,0.953891,0.304106
base256k_c2048,256k,2048,47,0.953335,0.957825,0.290835
base256k_c2048,256k,2048,48,0.941344,0.955799,0.297748
base256k_c2048,256k,2048,49,0.950901,0.966987,0.257301
base256k_c2048,256k,2048,50,0.933029,0.940598,0.345146
base256k_c2048,256k,2048,51,0.931682,0.948779,0.320519
base256k_c2048,256k,2048,52,0.934092,0.944335,0.334133
base256k_c2048,256k,2048,53,0.952796,0.955245,0.299596
base256k_c2048,256k,2048,54,0.947881,0.960682,0.280785
base256k_c2048,256k,2048,55,0.941788,0.955141,0.299901
base256k_c2048,256k,2048,56,0.945770,0.958660,0.287947
base256k_c2048,256k,2048,57,0.936500,0.952964,0.307137
base256k_c2048,256k,2048,58,0.958434,0.970626,0.242696
base256k_c2048,256k,2048,59,0.977275,0.982928,0.185072
base256k_c8192,256k,8192,0,0.999853,0.999873,0.016228
base256k_c8192,256k,8192,1,0.999754,0.999803,0.020096
base256k_c8192,256k,8192,2,0.999767,0.999806,0.019942
base256k_c8192,256k,8192,3,0.999638,0.999711,0.024253
base256k_c8192,256k,8192,4,0.999545,0.999601,0.028522
base256k_c8192,256k,8192,5,0.999574,0.999606,0.028302
base256k_c8192,256k,8192,6,0.997775,0.998525,0.054496
base256k_c8192,256k,8192,7,0.997880,0.998962,0.045729
base256k_c8192,256k,8192,8,0.998295,0.999283,0.038053
base256k_c8192,256k,8192,9,0.998485,0.999184,0.040563
base256k_c8192,256k,8192,10,0.998657,0.999099,0.042641
base256k_c8192,256k,8192,11,0.998757,0.998921,0.046625
base256k_c8192,256k,8192,12,0.998457,0.999340,0.036501
base256k_c8192,256k,8192,13,0.999092,0.999310,0.037342
base256k_c8192,256k,8192,14,0.998822,0.999157,0.041246
base256k_c8192,256k,8192,15,0.998448,0.999045,0.043877
base256k_c8192,256k,8192,16,0.998357,0.998676,0.051639
base256k_c8192,256k,8192,17,0.998382,0.998681,0.051526
base256k_c8192,256k,8192,18,0.992617,0.996934,0.078493
base256k_c8192,256k,8192,19,0.993927,0.997118,0.076096
base256k_c8192,256k,8192,20,0.994792,0.996686,0.081579
base256k_c8192,256k,8192,21,0.992293,0.994003,0.109726
base256k_c8192,256k,8192,22,0.992213,0.993663,0.112774
base256k_c8192,256k,8192,23,0.990244,0.994928,0.100887
base256k_c8192,256k,8192,24,0.986712,0.989983,0.141770
base256k_c8192,256k,8192,25,0.980179,0.986748,0.163047
base256k_c8192,256k,8192,26,0.979486,0.984562,0.175987
base256k_c8192,256k,8192,27,0.974956,0.979469,0.202943
base256k_c8192,256k,8192,28,0.962190,0.975021,0.223840
base256k_c8192,256k,8192,29,0.946611,0.976959,0.215002
base256k_c8192,256k,8192,30,0.948611,0.960896,0.280060
base256k_c8192,256k,8192,31,0.935756,0.959519,0.284946
base256k_c8192,256k,8192,32,0.939195,0.953852,0.304229
base256k_c8192,256k,8192,33,0.928917,0.942740,0.338883
base256k_c8192,256k,8192,34,0.921919,0.941600,0.342234
base256k_c8192,256k,8192,35,0.931725,0.943090,0.337833
base256k_c8192,256k,8192,36,0.919972,0.943731,0.335942
base256k_c8192,256k,8192,37,0.921218,0.944557,0.333468
base256k_c8192,256k,8192,38,0.918677,0.940082,0.346645
base256k_c8192,256k,8192,39,0.910830,0.937699,0.353490
base256k_c8192,256k,8192,40,0.933751,0.950243,0.315904
base256k_c8192,256k,8192,41,0.945744,0.956530,0.295288
base256k_c8192,256k,8192,42,0.936438,0.948709,0.320738
base256k_c8192,256k,8192,43,0.929211,0.950876,0.313887
base256k_c8192,256k,8192,44,0.938758,0.950030,0.316577
base256k_c8192,256k,8192,45,0.943963,0.951106,0.313150
base256k_c8192,256k,8192,46,0.936658,0.953030,0.306935
base256k_c8192,256k,8192,47,0.951933,0.956699,0.294696
base256k_c8192,256k,8192,48,0.939507,0.954831,0.300998
base256k_c8192,256k,8192,49,0.949456,0.966657,0.258588
base256k_c8192,256k,8192,50,0.930660,0.938722,0.350564
base256k_c8192,256k,8192,51,0.929453,0.947264,0.325228
base256k_c8192,256k,8192,52,0.931867,0.942711,0.338977
base256k_c8192,256k,8192,53,0.951597,0.954167,0.303189
base256k_c8192,256k,8192,54,0.946430,0.960062,0.282994
base256k_c8192,256k,8192,55,0.940037,0.954090,0.303398
base256k_c8192,256k,8192,56,0.944436,0.957821,0.290862
base256k_c8192,256k,8192,57,0.934530,0.951566,0.311674
base256k_c8192,256k,8192,58,0.957476,0.970199,0.244456
base256k_c8192,256k,8192,59,0.976318,0.982163,0.189198
base_c2048,8k,2048,0,0.999859,0.999885,0.015493
base_c2048,8k,2048,1,0.999716,0.999772,0.021565
base_c2048,8k,2048,2,0.999707,0.999769,0.021716
base_c2048,8k,2048,3,0.999558,0.999654,0.026502
base_c2048,8k,2048,4,0.999489,0.999551,0.030183
base_c2048,8k,2048,5,0.999532,0.999550,0.030169
base_c2048,8k,2048,6,0.999165,0.999369,0.035712
base_c2048,8k,2048,7,0.999066,0.999498,0.031851
base_c2048,8k,2048,8,0.998940,0.999507,0.031576
base_c2048,8k,2048,9,0.999226,0.999471,0.032692
base_c2048,8k,2048,10,0.999052,0.999377,0.035481
base_c2048,8k,2048,11,0.999171,0.999334,0.036683
base_c2048,8k,2048,12,0.999275,0.999621,0.027718
base_c2048,8k,2048,13,0.999335,0.999458,0.033095
base_c2048,8k,2048,14,0.999162,0.999351,0.036189
base_c2048,8k,2048,15,0.999151,0.999387,0.035183
base_c2048,8k,2048,16,0.998861,0.999132,0.041820
base_c2048,8k,2048,17,0.999115,0.999244,0.039069
base_c2048,8k,2048,18,0.997720,0.998306,0.058388
base_c2048,8k,2048,19,0.997794,0.998712,0.050904
base_c2048,8k,2048,20,0.997675,0.998401,0.056709
base_c2048,8k,2048,21,0.996096,0.996672,0.081753
base_c2048,8k,2048,22,0.995625,0.996470,0.084187
base_c2048,8k,2048,23,0.994382,0.996871,0.079266
base_c2048,8k,2048,24,0.992948,0.994421,0.105815
base_c2048,8k,2048,25,0.987608,0.991350,0.131737
base_c2048,8k,2048,26,0.985623,0.989157,0.147496
base_c2048,8k,2048,27,0.980025,0.984116,0.178502
base_c2048,8k,2048,28,0.968921,0.978975,0.205356
base_c2048,8k,2048,29,0.963295,0.978714,0.206626
base_c2048,8k,2048,30,0.943959,0.961651,0.277343
base_c2048,8k,2048,31,0.934077,0.961646,0.277347
base_c2048,8k,2048,32,0.937609,0.957517,0.291896
base_c2048,8k,2048,33,0.923188,0.946733,0.326831
base_c2048,8k,2048,34,0.925705,0.948610,0.321024
base_c2048,8k,2048,35,0.941289,0.948784,0.320476
base_c2048,8k,2048,36,0.915142,0.944891,0.332454
base_c2048,8k,2048,37,0.918241,0.945103,0.331822
base_c2048,8k,2048,38,0.921165,0.944030,0.335029
base_c2048,8k,2048,39,0.907727,0.946367,0.327976
base_c2048,8k,2048,40,0.944108,0.964182,0.268025
base_c2048,8k,2048,41,0.960749,0.968443,0.251588
base_c2048,8k,2048,42,0.959642,0.968049,0.253154
base_c2048,8k,2048,43,0.956644,0.969838,0.245963
base_c2048,8k,2048,44,0.963367,0.969369,0.247866
base_c2048,8k,2048,45,0.965215,0.971084,0.240829
base_c2048,8k,2048,46,0.962395,0.972096,0.236578
base_c2048,8k,2048,47,0.972042,0.974636,0.225552
base_c2048,8k,2048,48,0.964884,0.972924,0.233045
base_c2048,8k,2048,49,0.966878,0.978990,0.205269
base_c2048,8k,2048,50,0.959591,0.963361,0.271082
base_c2048,8k,2048,51,0.956672,0.967847,0.253952
base_c2048,8k,2048,52,0.959560,0.965590,0.262718
base_c2048,8k,2048,53,0.972262,0.973889,0.228869
base_c2048,8k,2048,54,0.968702,0.976112,0.218873
base_c2048,8k,2048,55,0.965606,0.972672,0.234092
base_c2048,8k,2048,56,0.969252,0.974650,0.225496
base_c2048,8k,2048,57,0.961061,0.971955,0.237170
base_c2048,8k,2048,58,0.973575,0.980315,0.198694
base_c2048,8k,2048,59,0.986073,0.987448,0.158699
base_c4096,8k,4096,0,0.999850,0.999874,0.016192
base_c4096,8k,4096,1,0.999690,0.999757,0.022280
base_c4096,8k,4096,2,0.999696,0.999760,0.022114
base_c4096,8k,4096,3,0.999557,0.999654,0.026509
base_c4096,8k,4096,4,0.999464,0.999529,0.030949
base_c4096,8k,4096,5,0.999536,0.999554,0.030031
base_c4096,8k,4096,6,0.999146,0.999362,0.035942
base_c4096,8k,4096,7,0.999042,0.999491,0.032104
base_c4096,8k,4096,8,0.998936,0.999499,0.031865
base_c4096,8k,4096,9,0.999234,0.999471,0.032733
base_c4096,8k,4096,10,0.999039,0.999367,0.035771
base_c4096,8k,4096,11,0.999176,0.999337,0.036587
base_c4096,8k,4096,12,0.999257,0.999620,0.027750
base_c4096,8k,4096,13,0.999325,0.999450,0.033380
base_c4096,8k,4096,14,0.999144,0.999345,0.036399
base_c4096,8k,4096,15,0.999137,0.999381,0.035376
base_c4096,8k,4096,16,0.998842,0.999119,0.042171
base_c4096,8k,4096,17,0.999133,0.999257,0.038735
base_c4096,8k,4096,18,0.997875,0.998416,0.056485
base_c4096,8k,4096,19,0.997612,0.998660,0.051930
base_c4096,8k,4096,20,0.997541,0.998284,0.058741
base_c4096,8k,4096,21,0.995607,0.996236,0.086955
base_c4096,8k,4096,22,0.994492,0.995613,0.093849
base_c4096,8k,4096,23,0.992457,0.995814,0.091662
base_c4096,8k,4096,24,0.990612,0.992623,0.121676
base_c4096,8k,4096,25,0.985675,0.990451,0.138418
base_c4096,8k,4096,26,0.982114,0.986642,0.163708
base_c4096,8k,4096,27,0.973954,0.978838,0.206034
base_c4096,8k,4096,28,0.960079,0.972084,0.236624
base_c4096,8k,4096,29,0.943761,0.967924,0.253638
base_c4096,8k,4096,30,0.907921,0.937542,0.353938
base_c4096,8k,4096,31,0.893326,0.940210,0.346285
base_c4096,8k,4096,32,0.898628,0.932496,0.367943
base_c4096,8k,4096,33,0.875034,0.914913,0.413067
base_c4096,8k,4096,34,0.878713,0.918098,0.405268
base_c4096,8k,4096,35,0.897967,0.918344,0.404652
base_c4096,8k,4096,36,0.860902,0.909759,0.425421
base_c4096,8k,4096,37,0.865766,0.911914,0.420320
base_c4096,8k,4096,38,0.871471,0.907879,0.429814
base_c4096,8k,4096,39,0.851405,0.911648,0.420956
base_c4096,8k,4096,40,0.905013,0.940741,0.344743
base_c4096,8k,4096,41,0.930694,0.947501,0.324482
base_c4096,8k,4096,42,0.928450,0.944537,0.333523
base_c4096,8k,4096,43,0.923379,0.949046,0.319679
base_c4096,8k,4096,44,0.937324,0.948794,0.320469
base_c4096,8k,4096,45,0.940584,0.952043,0.310135
base_c4096,8k,4096,46,0.934933,0.954004,0.303732
base_c4096,8k,4096,47,0.950662,0.956413,0.295661
base_c4096,8k,4096,48,0.940670,0.955558,0.298560
base_c4096,8k,4096,49,0.940169,0.966355,0.259756
base_c4096,8k,4096,50,0.929182,0.935839,0.358727
base_c4096,8k,4096,51,0.923702,0.945034,0.332033
base_c4096,8k,4096,52,0.928596,0.940279,0.346098
base_c4096,8k,4096,53,0.953076,0.956906,0.294014
base_c4096,8k,4096,54,0.946505,0.960751,0.280543
base_c4096,8k,4096,55,0.940766,0.954224,0.302958
base_c4096,8k,4096,56,0.948961,0.957647,0.291458
base_c4096,8k,4096,57,0.931050,0.952125,0.309868
base_c4096,8k,4096,58,0.954292,0.967780,0.254201
base_c4096,8k,4096,59,0.974837,0.976737,0.216017
base_c4096_r2,8k,4096,0,0.999850,0.999874,0.016192
base_c4096_r2,8k,4096,1,0.999690,0.999757,0.022280
base_c4096_r2,8k,4096,2,0.999696,0.999760,0.022114
base_c4096_r2,8k,4096,3,0.999557,0.999654,0.026509
base_c4096_r2,8k,4096,4,0.999464,0.999529,0.030949
base_c4096_r2,8k,4096,5,0.999536,0.999554,0.030031
base_c4096_r2,8k,4096,6,0.999146,0.999362,0.035942
base_c4096_r2,8k,4096,7,0.999042,0.999491,0.032104
base_c4096_r2,8k,4096,8,0.998936,0.999499,0.031865
base_c4096_r2,8k,4096,9,0.999234,0.999471,0.032733
base_c4096_r2,8k,4096,10,0.999039,0.999367,0.035771
base_c4096_r2,8k,4096,11,0.999176,0.999337,0.036587
base_c4096_r2,8k,4096,12,0.999257,0.999620,0.027750
base_c4096_r2,8k,4096,13,0.999325,0.999450,0.033380
base_c4096_r2,8k,4096,14,0.999144,0.999345,0.036399
base_c4096_r2,8k,4096,15,0.999137,0.999381,0.035376
base_c4096_r2,8k,4096,16,0.998842,0.999119,0.042171
base_c4096_r2,8k,4096,17,0.999133,0.999257,0.038735
base_c4096_r2,8k,4096,18,0.997875,0.998416,0.056485
base_c4096_r2,8k,4096,19,0.997612,0.998660,0.051930
base_c4096_r2,8k,4096,20,0.997541,0.998284,0.058741
base_c4096_r2,8k,4096,21,0.995607,0.996236,0.086955
base_c4096_r2,8k,4096,22,0.994492,0.995613,0.093849
base_c4096_r2,8k,4096,23,0.992457,0.995814,0.091662
base_c4096_r2,8k,4096,24,0.990612,0.992623,0.121676
base_c4096_r2,8k,4096,25,0.985675,0.990451,0.138418
base_c4096_r2,8k,4096,26,0.982114,0.986642,0.163708
base_c4096_r2,8k,4096,27,0.973954,0.978838,0.206034
base_c4096_r2,8k,4096,28,0.960079,0.972084,0.236624
base_c4096_r2,8k,4096,29,0.943761,0.967924,0.253638
base_c4096_r2,8k,4096,30,0.907921,0.937542,0.353938
base_c4096_r2,8k,4096,31,0.893326,0.940210,0.346285
base_c4096_r2,8k,4096,32,0.898628,0.932496,0.367943
base_c4096_r2,8k,4096,33,0.875034,0.914913,0.413067
base_c4096_r2,8k,4096,34,0.878713,0.918098,0.405268
base_c4096_r2,8k,4096,35,0.897967,0.918344,0.404652
base_c4096_r2,8k,4096,36,0.860902,0.909759,0.425421
base_c4096_r2,8k,4096,37,0.865766,0.911914,0.420320
base_c4096_r2,8k,4096,38,0.871471,0.907879,0.429814
base_c4096_r2,8k,4096,39,0.851405,0.911648,0.420956
base_c4096_r2,8k,4096,40,0.905013,0.940741,0.344743
base_c4096_r2,8k,4096,41,0.930694,0.947501,0.324482
base_c4096_r2,8k,4096,42,0.928450,0.944537,0.333523
base_c4096_r2,8k,4096,43,0.923379,0.949046,0.319679
base_c4096_r2,8k,4096,44,0.937324,0.948794,0.320469
base_c4096_r2,8k,4096,45,0.940584,0.952043,0.310135
base_c4096_r2,8k,4096,46,0.934933,0.954004,0.303732
base_c4096_r2,8k,4096,47,0.950662,0.956413,0.295661
base_c4096_r2,8k,4096,48,0.940670,0.955558,0.298560
base_c4096_r2,8k,4096,49,0.940169,0.966355,0.259756
base_c4096_r2,8k,4096,50,0.929182,0.935839,0.358727
base_c4096_r2,8k,4096,51,0.923702,0.945034,0.332033
base_c4096_r2,8k,4096,52,0.928596,0.940279,0.346098
base_c4096_r2,8k,4096,53,0.953076,0.956906,0.294014
base_c4096_r2,8k,4096,54,0.946505,0.960751,0.280543
base_c4096_r2,8k,4096,55,0.940766,0.954224,0.302958
base_c4096_r2,8k,4096,56,0.948961,0.957647,0.291458
base_c4096_r2,8k,4096,57,0.931050,0.952125,0.309868
base_c4096_r2,8k,4096,58,0.954292,0.967780,0.254201
base_c4096_r2,8k,4096,59,0.974837,0.976737,0.216017
base_c4096_r3,8k,4096,0,0.999850,0.999874,0.016192
base_c4096_r3,8k,4096,1,0.999690,0.999757,0.022280
base_c4096_r3,8k,4096,2,0.999696,0.999760,0.022114
base_c4096_r3,8k,4096,3,0.999557,0.999654,0.026509
base_c4096_r3,8k,4096,4,0.999464,0.999529,0.030949
base_c4096_r3,8k,4096,5,0.999536,0.999554,0.030031
base_c4096_r3,8k,4096,6,0.999146,0.999362,0.035942
base_c4096_r3,8k,4096,7,0.999042,0.999491,0.032104
base_c4096_r3,8k,4096,8,0.998936,0.999499,0.031865
base_c4096_r3,8k,4096,9,0.999234,0.999471,0.032733
base_c4096_r3,8k,4096,10,0.999039,0.999367,0.035771
base_c4096_r3,8k,4096,11,0.999176,0.999337,0.036587
base_c4096_r3,8k,4096,12,0.999257,0.999620,0.027750
base_c4096_r3,8k,4096,13,0.999325,0.999450,0.033380
base_c4096_r3,8k,4096,14,0.999144,0.999345,0.036399
base_c4096_r3,8k,4096,15,0.999137,0.999381,0.035376
base_c4096_r3,8k,4096,16,0.998842,0.999119,0.042171
base_c4096_r3,8k,4096,17,0.999133,0.999257,0.038735
base_c4096_r3,8k,4096,18,0.997875,0.998416,0.056485
base_c4096_r3,8k,4096,19,0.997612,0.998660,0.051930
base_c4096_r3,8k,4096,20,0.997541,0.998284,0.058741
base_c4096_r3,8k,4096,21,0.995607,0.996236,0.086955
base_c4096_r3,8k,4096,22,0.994492,0.995613,0.093849
base_c4096_r3,8k,4096,23,0.992457,0.995814,0.091662
base_c4096_r3,8k,4096,24,0.990612,0.992623,0.121676
base_c4096_r3,8k,4096,25,0.985675,0.990451,0.138418
base_c4096_r3,8k,4096,26,0.982114,0.986642,0.163708
base_c4096_r3,8k,4096,27,0.973954,0.978838,0.206034
base_c4096_r3,8k,4096,28,0.960079,0.972084,0.236624
base_c4096_r3,8k,4096,29,0.943761,0.967924,0.253638
base_c4096_r3,8k,4096,30,0.907921,0.937542,0.353938
base_c4096_r3,8k,4096,31,0.893326,0.940210,0.346285
base_c4096_r3,8k,4096,32,0.898628,0.932496,0.367943
base_c4096_r3,8k,4096,33,0.875034,0.914913,0.413067
base_c4096_r3,8k,4096,34,0.878713,0.918098,0.405268
base_c4096_r3,8k,4096,35,0.897967,0.918344,0.404652
base_c4096_r3,8k,4096,36,0.860902,0.909759,0.425421
base_c4096_r3,8k,4096,37,0.865766,0.911914,0.420320
base_c4096_r3,8k,4096,38,0.871471,0.907879,0.429814
base_c4096_r3,8k,4096,39,0.851405,0.911648,0.420956
base_c4096_r3,8k,4096,40,0.905013,0.940741,0.344743
base_c4096_r3,8k,4096,41,0.930694,0.947501,0.324482
base_c4096_r3,8k,4096,42,0.928450,0.944537,0.333523
base_c4096_r3,8k,4096,43,0.923379,0.949046,0.319679
base_c4096_r3,8k,4096,44,0.937324,0.948794,0.320469
base_c4096_r3,8k,4096,45,0.940584,0.952043,0.310135
base_c4096_r3,8k,4096,46,0.934933,0.954004,0.303732
base_c4096_r3,8k,4096,47,0.950662,0.956413,0.295661
base_c4096_r3,8k,4096,48,0.940670,0.955558,0.298560
base_c4096_r3,8k,4096,49,0.940169,0.966355,0.259756
base_c4096_r3,8k,4096,50,0.929182,0.935839,0.358727
base_c4096_r3,8k,4096,51,0.923702,0.945034,0.332033
base_c4096_r3,8k,4096,52,0.928596,0.940279,0.346098
base_c4096_r3,8k,4096,53,0.953076,0.956906,0.294014
base_c4096_r3,8k,4096,54,0.946505,0.960751,0.280543
base_c4096_r3,8k,4096,55,0.940766,0.954224,0.302958
base_c4096_r3,8k,4096,56,0.948961,0.957647,0.291458
base_c4096_r3,8k,4096,57,0.931050,0.952125,0.309868
base_c4096_r3,8k,4096,58,0.954292,0.967780,0.254201
base_c4096_r3,8k,4096,59,0.974837,0.976737,0.216017
base_c8192,8k,8192,0,0.999850,0.999874,0.016192
base_c8192,8k,8192,1,0.999707,0.999768,0.021806
base_c8192,8k,8192,2,0.999712,0.999771,0.021618
base_c8192,8k,8192,3,0.999578,0.999670,0.025909
base_c8192,8k,8192,4,0.999502,0.999559,0.029941
base_c8192,8k,8192,5,0.999553,0.999571,0.029520
base_c8192,8k,8192,6,0.999234,0.999409,0.034567
base_c8192,8k,8192,7,0.999142,0.999532,0.030760
base_c8192,8k,8192,8,0.999050,0.999541,0.030508
base_c8192,8k,8192,9,0.999301,0.999516,0.031303
base_c8192,8k,8192,10,0.999120,0.999416,0.034383
base_c8192,8k,8192,11,0.999310,0.999395,0.034998
base_c8192,8k,8192,12,0.999318,0.999649,0.026699
base_c8192,8k,8192,13,0.999370,0.999475,0.032628
base_c8192,8k,8192,14,0.999167,0.999359,0.036012
base_c8192,8k,8192,15,0.999093,0.999367,0.035787
base_c8192,8k,8192,16,0.998737,0.998978,0.045399
base_c8192,8k,8192,17,0.998994,0.999100,0.042636
base_c8192,8k,8192,18,0.997726,0.998217,0.059912
base_c8192,8k,8192,19,0.997577,0.998548,0.054060
base_c8192,8k,8192,20,0.997437,0.998117,0.061535
base_c8192,8k,8192,21,0.994857,0.995662,0.093336
base_c8192,8k,8192,22,0.994553,0.995646,0.093495
base_c8192,8k,8192,23,0.993214,0.996299,0.086213
base_c8192,8k,8192,24,0.992062,0.993502,0.114201
base_c8192,8k,8192,25,0.987811,0.991566,0.130088
base_c8192,8k,8192,26,0.985600,0.988721,0.150432
base_c8192,8k,8192,27,0.978868,0.983016,0.184586
base_c8192,8k,8192,28,0.969924,0.979370,0.203430
base_c8192,8k,8192,29,0.963254,0.980012,0.200237
base_c8192,8k,8192,30,0.948819,0.964577,0.266558
base_c8192,8k,8192,31,0.940457,0.966088,0.260803
base_c8192,8k,8192,32,0.944185,0.962321,0.274904
base_c8192,8k,8192,33,0.931314,0.952617,0.308255
base_c8192,8k,8192,34,0.933304,0.952807,0.307644
base_c8192,8k,8192,35,0.946484,0.953389,0.305735
base_c8192,8k,8192,36,0.924987,0.949594,0.317960
base_c8192,8k,8192,37,0.928157,0.949881,0.317055
base_c8192,8k,8192,38,0.929091,0.948785,0.320487
base_c8192,8k,8192,39,0.918277,0.950977,0.313567
base_c8192,8k,8192,40,0.949680,0.966092,0.260785
base_c8192,8k,8192,41,0.964391,0.971248,0.240161
base_c8192,8k,8192,42,0.962425,0.970353,0.243864
base_c8192,8k,8192,43,0.959361,0.971366,0.239658
base_c8192,8k,8192,44,0.965591,0.971037,0.241029
base_c8192,8k,8192,45,0.967239,0.972468,0.235003
base_c8192,8k,8192,46,0.964315,0.973294,0.231451
base_c8192,8k,8192,47,0.973406,0.975435,0.221981
base_c8192,8k,8192,48,0.964293,0.972575,0.234547
base_c8192,8k,8192,49,0.967402,0.979034,0.205056
base_c8192,8k,8192,50,0.957159,0.962432,0.274511
base_c8192,8k,8192,51,0.954710,0.967734,0.254405
base_c8192,8k,8192,52,0.957121,0.964413,0.267182
base_c8192,8k,8192,53,0.972040,0.973313,0.231394
base_c8192,8k,8192,54,0.969011,0.975129,0.223332
base_c8192,8k,8192,55,0.964748,0.972019,0.236874
base_c8192,8k,8192,56,0.968286,0.973478,0.230660
base_c8192,8k,8192,57,0.959268,0.970941,0.241424
base_c8192,8k,8192,58,0.973951,0.979757,0.201492
base_c8192,8k,8192,59,0.984444,0.986548,0.164332
base_c8192_rep,8k,8192,0,0.999850,0.999874,0.016192
base_c8192_rep,8k,8192,1,0.999707,0.999768,0.021806
base_c8192_rep,8k,8192,2,0.999712,0.999771,0.021618
base_c8192_rep,8k,8192,3,0.999578,0.999670,0.025909
base_c8192_rep,8k,8192,4,0.999502,0.999559,0.029941
base_c8192_rep,8k,8192,5,0.999553,0.999571,0.029520
base_c8192_rep,8k,8192,6,0.999234,0.999409,0.034567
base_c8192_rep,8k,8192,7,0.999142,0.999532,0.030760
base_c8192_rep,8k,8192,8,0.999050,0.999541,0.030508
base_c8192_rep,8k,8192,9,0.999301,0.999516,0.031303
base_c8192_rep,8k,8192,10,0.999120,0.999416,0.034383
base_c8192_rep,8k,8192,11,0.999310,0.999395,0.034998
base_c8192_rep,8k,8192,12,0.999318,0.999649,0.026699
base_c8192_rep,8k,8192,13,0.999370,0.999475,0.032628
base_c8192_rep,8k,8192,14,0.999167,0.999359,0.036012
base_c8192_rep,8k,8192,15,0.999093,0.999367,0.035787
base_c8192_rep,8k,8192,16,0.998737,0.998978,0.045399
base_c8192_rep,8k,8192,17,0.998994,0.999100,0.042636
base_c8192_rep,8k,8192,18,0.997726,0.998217,0.059912
base_c8192_rep,8k,8192,19,0.997577,0.998548,0.054060
base_c8192_rep,8k,8192,20,0.997437,0.998117,0.061535
base_c8192_rep,8k,8192,21,0.994857,0.995662,0.093336
base_c8192_rep,8k,8192,22,0.994553,0.995646,0.093495
base_c8192_rep,8k,8192,23,0.993214,0.996299,0.086213
base_c8192_rep,8k,8192,24,0.992062,0.993502,0.114201
base_c8192_rep,8k,8192,25,0.987811,0.991566,0.130088
base_c8192_rep,8k,8192,26,0.985600,0.988721,0.150432
base_c8192_rep,8k,8192,27,0.978868,0.983016,0.184586
base_c8192_rep,8k,8192,28,0.969924,0.979370,0.203430
base_c8192_rep,8k,8192,29,0.963254,0.980012,0.200237
base_c8192_rep,8k,8192,30,0.948819,0.964577,0.266558
base_c8192_rep,8k,8192,31,0.940457,0.966088,0.260803
base_c8192_rep,8k,8192,32,0.944185,0.962321,0.274904
base_c8192_rep,8k,8192,33,0.931314,0.952617,0.308255
base_c8192_rep,8k,8192,34,0.933304,0.952807,0.307644
base_c8192_rep,8k,8192,35,0.946484,0.953389,0.305735
base_c8192_rep,8k,8192,36,0.924987,0.949594,0.317960
base_c8192_rep,8k,8192,37,0.928157,0.949881,0.317055
base_c8192_rep,8k,8192,38,0.929091,0.948785,0.320487
base_c8192_rep,8k,8192,39,0.918277,0.950977,0.313567
base_c8192_rep,8k,8192,40,0.949680,0.966092,0.260785
base_c8192_rep,8k,8192,41,0.964391,0.971248,0.240161
base_c8192_rep,8k,8192,42,0.962425,0.970353,0.243864
base_c8192_rep,8k,8192,43,0.959361,0.971366,0.239658
