define,register_file,addr32,shamt,mask,setter,value,function,condition,file,line,target_expression,resolution,invocation
TILE_ROW_SET_MAPPING_1_row_set_mapping_0,Tensix,21,0,0x3,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_1,Tensix,21,2,0xc,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_10,Tensix,21,20,0x300000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_11,Tensix,21,22,0xc00000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_12,Tensix,21,24,0x3000000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_13,Tensix,21,26,0xc000000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_14,Tensix,21,28,0x30000000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_15,Tensix,21,30,0xc0000000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_2,Tensix,21,4,0x30,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_3,Tensix,21,6,0xc0,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_4,Tensix,21,8,0x300,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_5,Tensix,21,10,0xc00,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_6,Tensix,21,12,0x3000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_7,Tensix,21,14,0xc000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_8,Tensix,21,16,0x30000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_9,Tensix,21,18,0xc0000,TTI_WRCFG,p_gpr_pack::TMP1,_llk_pack_reduce_mask_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,261,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP1, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
PACK_COUNTERS_SEC0_pack_reads_per_xy_plane,Tensix,28,8,0xff00,cfg_reg_rmw_tensix,1,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,289,PACK_COUNTERS_SEC0_pack_reads_per_xy_plane_RMW,resolved,cfg_reg_rmw_tensix<PACK_COUNTERS_SEC0_pack_reads_per_xy_plane_RMW>(1)
PCK_EDGE_MODE_mode,Tensix,24,16,0x10000,TTI_WRCFG,p_gpr_pack::TMP0,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,292,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP0, p_cfg::WRCFG_32b, PCK_EDGE_OFFSET_SEC0_mask_ADDR32)"
PCK_EDGE_OFFSET_SEC0_mask,Tensix,24,0,0xffff,TTI_WRCFG,p_gpr_pack::TMP0,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,292,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP0, p_cfg::WRCFG_32b, PCK_EDGE_OFFSET_SEC0_mask_ADDR32)"
PCK_EDGE_TILE_ROW_SET_SELECT_select,Tensix,24,17,0x1fe0000,TTI_WRCFG,p_gpr_pack::TMP0,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,292,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP0, p_cfg::WRCFG_32b, PCK_EDGE_OFFSET_SEC0_mask_ADDR32)"
PCK_EDGE_OFFSET_SEC1_mask,Tensix,25,0,0xffff,TTI_WRCFG,p_gpr_pack::TMP0,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,293,PCK_EDGE_OFFSET_SEC1_mask_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TMP0, p_cfg::WRCFG_32b, PCK_EDGE_OFFSET_SEC1_mask_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_0,Tensix,20,0,0x3,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_1,Tensix,20,2,0xc,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_10,Tensix,20,20,0x300000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_11,Tensix,20,22,0xc00000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_12,Tensix,20,24,0x3000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_13,Tensix,20,26,0xc000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_14,Tensix,20,28,0x30000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_15,Tensix,20,30,0xc0000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_2,Tensix,20,4,0x30,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_3,Tensix,20,6,0xc0,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_4,Tensix,20,8,0x300,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_5,Tensix,20,10,0xc00,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_6,Tensix,20,12,0x3000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_7,Tensix,20,14,0xc000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_8,Tensix,20,16,0x30000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_0_row_set_mapping_9,Tensix,20,18,0xc0000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,296,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_0,Tensix,21,0,0x3,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_1,Tensix,21,2,0xc,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_10,Tensix,21,20,0x300000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_11,Tensix,21,22,0xc00000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_12,Tensix,21,24,0x3000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_13,Tensix,21,26,0xc000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_14,Tensix,21,28,0x30000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_15,Tensix,21,30,0xc0000000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_2,Tensix,21,4,0x30,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_3,Tensix,21,6,0xc0,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_4,Tensix,21,8,0x300,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_5,Tensix,21,10,0xc00,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_6,Tensix,21,12,0x3000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_7,Tensix,21,14,0xc000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_8,Tensix,21,16,0x30000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
TILE_ROW_SET_MAPPING_1_row_set_mapping_9,Tensix,21,18,0xc0000,TTI_WRCFG,p_gpr::ZERO,_llk_pack_reduce_mask_clear_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_common.h,297,TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, TILE_ROW_SET_MAPPING_1_row_set_mapping_0_ADDR32)"
PACK_COUNTERS_SEC0_pack_reads_per_xy_plane,Tensix,28,8,0xff00,cfg_reg_rmw_tensix,y_pos_counter_limit,_llk_pack_rows_init_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_rows.h,122,PACK_COUNTERS_SEC0_pack_reads_per_xy_plane_RMW,resolved,cfg_reg_rmw_tensix<PACK_COUNTERS_SEC0_pack_reads_per_xy_plane_RMW>(y_pos_counter_limit)
THCON_SEC0_REG1_L1_Dest_addr,Tensix,69,0,0xffffffff,TTI_CFGSHIFTMASK,"1, 0b011, 32 - 1, 0, 0b11",_llk_pack_untilize_mop_config_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_untilize.h,140,THCON_SEC0_REG1_L1_Dest_addr_ADDR32,resolved,"TTI_CFGSHIFTMASK(1, 0b011, 32 - 1, 0, 0b11, THCON_SEC0_REG1_L1_Dest_addr_ADDR32)"
PCK0_ADDR_CTRL_ZW_REG_0_Zstride,Tensix,13,0,0xffff,cfg_reg_rmw_tensix,z_stride,_llk_pack_untilize_init_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_untilize.h,226,PCK0_ADDR_CTRL_ZW_REG_0_Zstride_RMW,resolved,cfg_reg_rmw_tensix<PCK0_ADDR_CTRL_ZW_REG_0_Zstride_RMW>(z_stride)
SCRATCH_SEC2_val,Tensix,211,0,0xffffffff,TTI_WRCFG,p_gpr_pack::OUTPUT_ADDR_OFFSET,_llk_pack_untilize_init_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_untilize.h,245,SCRATCH_SEC2_val_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::OUTPUT_ADDR_OFFSET, 0, SCRATCH_SEC2_val_ADDR32)"
PCK0_ADDR_CTRL_ZW_REG_0_Zstride,Tensix,13,0,0xffff,cfg_reg_rmw_tensix,z_stride,_llk_pack_untilize_uninit_,unconditional,tt_llk_blackhole/llk_lib/llk_pack_untilize.h,354,PCK0_ADDR_CTRL_ZW_REG_0_Zstride_RMW,resolved,cfg_reg_rmw_tensix<PCK0_ADDR_CTRL_ZW_REG_0_Zstride_RMW>(z_stride)
THCON_SEC0_REG2_Haloize_mode,Tensix,72,8,0x100,cfg_reg_rmw_tensix,within_face_16x16_transpose,_llk_unpack_A_init_,unconditional,tt_llk_blackhole/llk_lib/llk_unpack_A.h,288,THCON_SEC0_REG2_Haloize_mode_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG2_Haloize_mode_RMW>(within_face_16x16_transpose)
THCON_SEC0_REG3_Base_address,Tensix,76,0,0xffffffff,cfg[]=,address,_llk_unpack_A_,unconditional; target-select: (unp_cfg_context == 0) ? THCON_SEC0_REG3_Base_address_ADDR32 : THCON_SEC0_REG3_Base_cntx1_address_ADDR32,tt_llk_blackhole/llk_lib/llk_unpack_A.h,414,upk0_reg,resolved,cfg[upk0_reg] = address;
THCON_SEC0_REG3_Base_cntx1_address,Tensix,77,0,0xffffffff,cfg[]=,address,_llk_unpack_A_,unconditional; target-select: (unp_cfg_context == 0) ? THCON_SEC0_REG3_Base_address_ADDR32 : THCON_SEC0_REG3_Base_cntx1_address_ADDR32,tt_llk_blackhole/llk_lib/llk_unpack_A.h,414,upk0_reg,resolved,cfg[upk0_reg] = address;
