define,register_file,addr32,shamt,mask,setter,value,function,condition,file,line,target_expression,resolution,invocation
STACC_RELU_ReluThreshold,Tensix,2,6,0x3fffc0,cfg_reg_rmw_tensix,hw_relu_config.val[0],configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,619,"STACC_RELU_ApplyRelu_ADDR32, 0, hw_relu_mask",resolved,"cfg_reg_rmw_tensix<STACC_RELU_ApplyRelu_ADDR32, 0, hw_relu_mask>(hw_relu_config.val[0])"
PACK_COUNTERS_SEC0_auto_ctxt_inc_xys_cnt,Tensix,28,24,0xff000000,cfg[]=,pack_counters.val,configure_pack,"unconditional; target-select: i in [0, 1)",tt_llk_blackhole/common/inc/cpack_common.h,635,PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i,resolved,cfg[PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i] = pack_counters.val;
PACK_COUNTERS_SEC0_pack_per_xy_plane,Tensix,28,0,0xff,cfg[]=,pack_counters.val,configure_pack,"unconditional; target-select: i in [0, 1)",tt_llk_blackhole/common/inc/cpack_common.h,635,PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i,resolved,cfg[PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i] = pack_counters.val;
PACK_COUNTERS_SEC0_pack_reads_per_xy_plane,Tensix,28,8,0xff00,cfg[]=,pack_counters.val,configure_pack,"unconditional; target-select: i in [0, 1)",tt_llk_blackhole/common/inc/cpack_common.h,635,PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i,resolved,cfg[PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i] = pack_counters.val;
PACK_COUNTERS_SEC0_pack_xys_per_tile,Tensix,28,16,0x7f0000,cfg[]=,pack_counters.val,configure_pack,"unconditional; target-select: i in [0, 1)",tt_llk_blackhole/common/inc/cpack_common.h,635,PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i,resolved,cfg[PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i] = pack_counters.val;
PACK_COUNTERS_SEC0_pack_yz_transposed,Tensix,28,23,0x800000,cfg[]=,pack_counters.val,configure_pack,"unconditional; target-select: i in [0, 1)",tt_llk_blackhole/common/inc/cpack_common.h,635,PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i,resolved,cfg[PACK_COUNTERS_SEC0_pack_per_xy_plane_ADDR32 + i] = pack_counters.val;
PCK_EDGE_MODE_mode,Tensix,24,16,0x10000,cfg[]=,pck_edge_offset.val,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,642,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,cfg[PCK_EDGE_OFFSET_SEC0_mask_ADDR32] = pck_edge_offset.val;
PCK_EDGE_OFFSET_SEC0_mask,Tensix,24,0,0xffff,cfg[]=,pck_edge_offset.val,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,642,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,cfg[PCK_EDGE_OFFSET_SEC0_mask_ADDR32] = pck_edge_offset.val;
PCK_EDGE_TILE_ROW_SET_SELECT_select,Tensix,24,17,0x1fe0000,cfg[]=,pck_edge_offset.val,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,642,PCK_EDGE_OFFSET_SEC0_mask_ADDR32,resolved,cfg[PCK_EDGE_OFFSET_SEC0_mask_ADDR32] = pck_edge_offset.val;
TILE_ROW_SET_MAPPING_0_row_set_mapping_0,Tensix,20,0,0x3,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_1,Tensix,20,2,0xc,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_10,Tensix,20,20,0x300000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_11,Tensix,20,22,0xc00000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_12,Tensix,20,24,0x3000000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_13,Tensix,20,26,0xc000000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_14,Tensix,20,28,0x30000000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_15,Tensix,20,30,0xc0000000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_2,Tensix,20,4,0x30,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_3,Tensix,20,6,0xc0,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_4,Tensix,20,8,0x300,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_5,Tensix,20,10,0xc00,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_6,Tensix,20,12,0x3000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_7,Tensix,20,14,0xc000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_8,Tensix,20,16,0x30000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
TILE_ROW_SET_MAPPING_0_row_set_mapping_9,Tensix,20,18,0xc0000,cfg[]=,0x0,configure_pack,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,643,TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32,resolved,cfg[TILE_ROW_SET_MAPPING_0_row_set_mapping_0_ADDR32] = 0x0;
DEST_TARGET_REG_CFG_PACK_SEC0_Offset,Tensix,180,0,0xfff,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC0_ZOffset,Tensix,180,12,0x3f000,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC1_Offset,Tensix,181,0,0xfff,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC1_ZOffset,Tensix,181,12,0x3f000,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC2_Offset,Tensix,182,0,0xfff,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC2_ZOffset,Tensix,182,12,0x3f000,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC3_Offset,Tensix,183,0,0xfff,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC3_ZOffset,Tensix,183,12,0x3f000,TTI_WRCFG,p_gpr_pack::DEST_OFFSET_LO,select_packer_dest_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,674,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::DEST_OFFSET_LO, p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC0_Offset,Tensix,180,0,0xfff,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC0_ZOffset,Tensix,180,12,0x3f000,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC1_Offset,Tensix,181,0,0xfff,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC1_ZOffset,Tensix,181,12,0x3f000,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC2_Offset,Tensix,182,0,0xfff,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC2_ZOffset,Tensix,182,12,0x3f000,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC3_Offset,Tensix,183,0,0xfff,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
DEST_TARGET_REG_CFG_PACK_SEC3_ZOffset,Tensix,183,12,0x3f000,TT_WRCFG,get_packer_dest_offset_index(),select_packer_dest_registers,else of (preceding branch),tt_llk_blackhole/common/inc/cpack_common.h,678,DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32,resolved,"TT_WRCFG(get_packer_dest_offset_index(), p_cfg::WRCFG_128b, DEST_TARGET_REG_CFG_PACK_SEC0_Offset_ADDR32)"
THCON_SEC0_REG1_L1_Dest_addr,Tensix,69,0,0xffffffff,TTI_WRCFG,p_gpr_pack::OUTPUT_ADDR,program_packer_destination,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,699,THCON_SEC0_REG1_L1_Dest_addr_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::OUTPUT_ADDR, 0, THCON_SEC0_REG1_L1_Dest_addr_ADDR32)"
PCK0_ADDR_BASE_REG_0_Base,Tensix,16,0,0x3ffff,TTI_WRCFG,p_gpr_pack::TEMP_TILE_OFFSET,program_packer_dest_offset_registers,unconditional,tt_llk_blackhole/common/inc/cpack_common.h,738,PCK0_ADDR_BASE_REG_0_Base_ADDR32,resolved,"TTI_WRCFG(p_gpr_pack::TEMP_TILE_OFFSET, p_cfg::WRCFG_32b, PCK0_ADDR_BASE_REG_0_Base_ADDR32)"
UNPACK_MISC_CFG_CfgContextCntInc_0,Thread,41,5,0x20,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntInc_1,Thread,41,13,0x2000,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntReset_0,Thread,41,4,0x10,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntReset_1,Thread,41,12,0x1000,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntReset_metadata,Thread,41,14,0x4000,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntReset_metadata_zstart,Thread,41,15,0x8000,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextOffset_0,Thread,41,0,0xf,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextOffset_1,Thread,41,8,0xf00,TTI_SETC16,0x0104,unpacker_iteration_cleanup,if (context == 1),tt_llk_blackhole/common/inc/cunpack_common.h,130,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0104)"
UNPACK_MISC_CFG_CfgContextCntInc_0,Thread,41,5,0x20,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextCntInc_1,Thread,41,13,0x2000,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextCntReset_0,Thread,41,4,0x10,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextCntReset_1,Thread,41,12,0x1000,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextCntReset_metadata,Thread,41,14,0x4000,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextCntReset_metadata_zstart,Thread,41,15,0x8000,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextOffset_0,Thread,41,0,0xf,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
UNPACK_MISC_CFG_CfgContextOffset_1,Thread,41,8,0xf00,TTI_SETC16,0x0000,unpacker_iteration_cleanup,else of (if (context == 1)),tt_llk_blackhole/common/inc/cunpack_common.h,134,UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32,resolved,"TTI_SETC16(UNPACK_MISC_CFG_CfgContextOffset_0_ADDR32, 0x0000)"
THCON_SEC0_REG7_Offset_address,Tensix,92,0,0xffff,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,141,THCON_SEC0_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_address_ADDR32)"
THCON_SEC0_REG7_Unpack_data_format_cntx0,Tensix,92,16,0xf0000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,141,THCON_SEC0_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_address_ADDR32)"
THCON_SEC0_REG7_Unpack_data_format_cntx4,Tensix,92,24,0xf000000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,141,THCON_SEC0_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_address_ADDR32)"
THCON_SEC0_REG7_Unpack_out_data_format_cntx0,Tensix,92,20,0xf00000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,141,THCON_SEC0_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_address_ADDR32)"
THCON_SEC0_REG7_Unpack_out_data_format_cntx4,Tensix,92,28,0xf0000000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,141,THCON_SEC0_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_address_ADDR32)"
THCON_SEC0_REG7_Offset_cntx1_address,Tensix,93,0,0xffff,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,142,THCON_SEC0_REG7_Offset_cntx1_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_cntx1_address_ADDR32)"
THCON_SEC0_REG7_Unpack_data_format_cntx1,Tensix,93,16,0xf0000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,142,THCON_SEC0_REG7_Offset_cntx1_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_cntx1_address_ADDR32)"
THCON_SEC0_REG7_Unpack_data_format_cntx5,Tensix,93,24,0xf000000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,142,THCON_SEC0_REG7_Offset_cntx1_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_cntx1_address_ADDR32)"
THCON_SEC0_REG7_Unpack_out_data_format_cntx1,Tensix,93,20,0xf00000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,142,THCON_SEC0_REG7_Offset_cntx1_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_cntx1_address_ADDR32)"
THCON_SEC0_REG7_Unpack_out_data_format_cntx5,Tensix,93,28,0xf0000000,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,142,THCON_SEC0_REG7_Offset_cntx1_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC0_REG7_Offset_cntx1_address_ADDR32)"
THCON_SEC1_REG7_Offset_address,Tensix,140,0,0xffff,TTI_WRCFG,p_gpr::ZERO,unpacker_wrapup,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,145,THCON_SEC1_REG7_Offset_address_ADDR32,resolved,"TTI_WRCFG(p_gpr::ZERO, p_cfg::WRCFG_32b, THCON_SEC1_REG7_Offset_address_ADDR32)"
