device_config,op_type,M,K,N,core_grid,M_block,K_block,N_block,subblock_h,subblock_w,device_kernel_duration_ns,status
wh_galaxy,agmm,4096,3584,2048,6x8,16,8,8,1,4,852328,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,14,1,4,1,2419988,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,14,2,2,2,1464676,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,14,4,1,4,1099350,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,16,1,4,1,2804380,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,16,2,2,2,1937045,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,16,4,1,4,1598874,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,28,1,4,1,2522635,OK
wh_galaxy,agmm,4096,3584,2048,6x8,16,28,2,2,2,1801676,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,1,1,4,1,3842644,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,1,2,2,2,2695212,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,1,4,1,4,2291069,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,2,1,4,1,3112714,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,2,2,2,2,1986728,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,2,4,1,4,1606135,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,4,1,4,1,2661592,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,4,2,2,2,1578879,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,4,4,1,4,1093486,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,7,1,4,1,2418679,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,7,2,2,2,1401731,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,7,4,1,4,990193,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,8,1,4,1,2359163,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,8,2,2,2,1407793,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,14,1,4,1,2307926,OK
wh_galaxy,agmm,4096,3584,2048,6x8,32,16,1,4,1,2724939,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,1,1,4,1,3877774,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,1,2,2,2,2715151,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,2,1,4,1,3156488,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,2,2,2,2,2008633,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,4,1,4,1,2689129,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,4,2,2,2,1602838,OK
wh_galaxy,agmm,4096,3584,2048,6x8,64,7,1,4,1,2428010,OK
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,1,1,906701,OK_SB
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,1,2,836284,OK_SB
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,1,4,805199,OK_SB
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,2,1,864733,OK_SB
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,2,2,851913,OK_SB
wh_galaxy,agmm,4096,3584,2048,6x8,8,7,8,4,1,905498,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,1,2,1,17479052,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,2,2,2,9887893,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,4,1,4,6526639,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,8,1,4,4629226,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,16,1,4,4666033,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,32,1,4,4705332,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,1,64,1,4,4840328,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,1,2,1,10078201,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,2,2,2,6376096,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,4,1,4,4765543,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,8,1,4,3752255,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,16,1,4,3773084,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,32,1,4,3787078,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,2,64,1,4,3919599,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,1,2,1,7123315,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,2,2,2,4426336,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,4,1,4,3451961,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,8,1,4,3691952,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,16,1,4,3683045,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,4,32,1,4,3734057,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,1,2,1,5782364,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,2,2,2,3682419,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,4,1,4,3520654,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,8,1,4,3708727,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,16,1,4,3701423,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,7,32,1,4,3710990,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,1,2,1,5620606,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,2,2,2,3722891,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,4,1,4,3602098,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,8,1,4,3691701,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,16,1,4,3700181,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,8,32,1,4,3702877,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,14,1,2,1,5225524,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,14,2,2,2,3803002,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,14,4,1,4,3674178,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,14,8,1,4,3654332,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,14,16,1,4,3652432,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,16,1,2,1,6187950,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,16,2,2,2,4766867,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,16,4,1,4,4132310,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,16,8,1,4,3651462,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,16,16,1,4,3660782,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,28,1,2,1,5201938,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,28,2,2,2,4246158,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,28,4,1,4,3762740,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,28,8,1,4,3635050,OK
wh_galaxy,agmm,8192,3584,2048,6x8,2,28,16,1,4,3668251,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,1,4,1,11394272,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,2,2,2,6573266,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,4,1,4,5235006,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,8,1,4,4346188,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,16,1,4,4380175,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,1,32,1,4,4444178,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,1,4,1,7406100,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,2,2,2,4977495,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,4,1,4,3512465,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,8,1,4,2611049,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,16,1,4,2645157,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,2,32,1,4,2692316,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,1,4,1,5801566,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,2,2,2,3475029,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,4,1,4,2232704,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,8,1,4,1979612,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,16,1,4,1973178,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,4,32,1,4,2018780,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,1,4,1,5072050,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,2,2,2,2901599,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,4,1,4,1994076,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,8,1,4,1946273,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,16,1,4,1957988,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,7,32,1,4,1982437,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,8,1,4,1,4887692,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,8,2,2,2,2903541,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,8,4,1,4,2045414,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,8,8,1,4,1941444,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,8,16,1,4,1947904,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,14,1,4,1,4649092,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,14,2,2,2,2885581,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,14,4,1,4,2192902,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,14,8,1,4,1936796,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,14,16,1,4,1950362,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,16,1,4,1,5507469,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,16,2,2,2,3828564,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,16,4,1,4,3196010,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,16,8,1,4,2688536,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,16,16,1,4,2700894,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,28,1,4,1,4755341,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,28,2,2,2,3501610,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,28,4,1,4,2930028,OK
wh_galaxy,agmm,8192,3584,2048,6x8,4,28,8,1,4,2581344,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,1,1,4,1,8944734,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,1,2,2,2,5690488,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,1,4,1,4,4772856,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,1,8,1,4,4287379,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,1,16,1,4,4326330,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,2,1,4,1,6671453,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,2,2,2,2,4358800,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,2,4,1,4,3251663,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,2,8,1,4,2381611,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,2,16,1,4,2411038,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,4,1,4,1,5525022,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,4,2,2,2,3139575,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,4,4,1,4,2090182,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,4,8,1,4,1615716,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,4,16,1,4,1664763,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,7,1,4,1,4906474,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,7,2,2,2,2740781,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,7,4,1,4,1853839,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,7,8,1,4,1557853,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,7,16,1,4,1634836,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,8,1,4,1,4685418,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,8,2,2,2,2751025,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,8,4,1,4,1873810,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,8,8,1,4,1559959,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,8,16,1,4,1592959,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,14,1,4,1,4526111,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,14,2,2,2,2787593,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,14,4,1,4,2060721,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,14,8,1,4,1612329,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,16,1,4,1,5275445,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,16,2,2,2,3755235,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,16,4,1,4,3068517,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,16,8,1,4,2523214,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,28,1,4,1,4676283,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,28,2,2,2,3409260,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,28,4,1,4,2877726,OK
wh_galaxy,agmm,8192,3584,2048,6x8,8,28,8,1,4,2401355,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,1,1,4,1,7938885,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,1,2,2,2,5373514,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,1,4,1,4,4476562,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,1,8,1,4,4292509,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,2,1,4,1,6186208,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,2,2,2,2,3983091,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,2,4,1,4,3103262,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,2,8,1,4,2299887,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,4,1,4,1,5163707,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,4,2,2,2,3010421,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,4,4,1,4,2005633,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,4,8,1,4,1560339,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,1,4,1,4560131,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,2,2,2,2661881,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,4,1,4,1796292,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,1,4,1512938,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,8,1,4,1,4434178,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,8,2,2,2,2633856,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,8,4,1,4,1799725,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,8,8,1,4,1539535,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,14,1,4,1,4395023,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,14,2,2,2,2728634,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,14,4,1,4,2009333,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,16,1,4,1,5311399,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,16,2,2,2,3685938,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,16,4,1,4,3025369,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,28,1,4,1,4756092,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,28,2,2,2,3374744,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,1,1,4,1,7579813,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,1,2,2,2,5314230,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,1,4,1,4,4574157,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,2,1,4,1,6042524,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,2,2,2,2,3876284,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,2,4,1,4,3087409,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,4,1,4,1,5148421,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,4,2,2,2,2998564,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,4,4,1,4,2027426,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,7,1,4,1,4599492,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,7,2,2,2,2683723,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,7,4,1,4,1847108,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,8,1,4,1,4452080,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,8,2,2,2,2644769,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,14,1,4,1,4510435,OK
wh_galaxy,agmm,8192,3584,2048,6x8,32,16,1,4,1,5298654,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,1,1,4,1,7314893,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,1,2,2,2,5318123,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,2,1,4,1,5891852,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,2,2,2,2,3786840,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,4,1,4,1,5070216,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,4,2,2,2,2992588,OK
wh_galaxy,agmm,8192,3584,2048,6x8,64,7,1,4,1,4555510,OK
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,1,1,1678269,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,1,2,1551815,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,1,4,1531764,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,2,1,1659656,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,2,2,1607813,OK_SB
wh_galaxy,agmm,8192,3584,2048,6x8,16,7,8,4,1,1621397,OK_SB
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,1,2,1,34155443,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,2,2,2,19365235,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,4,1,4,12764843,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,8,1,4,9081582,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,16,1,4,9140976,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,32,1,4,9248558,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,1,64,1,4,9482562,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,1,2,1,19907850,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,2,2,2,12447799,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,4,1,4,9305127,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,8,1,4,7296378,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,16,1,4,7288195,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,32,1,4,7370069,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,2,64,1,4,7612217,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,1,2,1,13888654,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,2,2,2,8629868,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,4,1,4,6670281,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,8,1,4,7174072,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,16,1,4,7228552,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,4,32,1,4,7402934,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,1,2,1,11234390,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,2,2,2,7202435,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,4,1,4,6831087,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,8,1,4,7206952,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,16,1,4,7211109,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,7,32,1,4,7228639,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,1,2,1,11056266,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,2,2,2,7230479,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,4,1,4,7039138,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,8,1,4,7168303,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,16,1,4,7172237,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,8,32,1,4,7182183,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,14,1,2,1,10165015,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,14,2,2,2,7439724,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,14,4,1,4,7117882,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,14,8,1,4,7110293,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,14,16,1,4,7120180,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,16,1,2,1,12134535,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,16,2,2,2,9474769,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,16,4,1,4,8021539,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,16,8,1,4,7134938,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,16,16,1,4,7151198,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,28,1,2,1,10277312,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,28,2,2,2,8346977,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,28,4,1,4,7358371,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,28,8,1,4,7091418,OK
wh_galaxy,agmm,16384,3584,2048,6x8,2,28,16,1,4,7123909,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,1,4,1,22502344,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,2,2,2,13387070,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,4,1,4,10425291,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,8,1,4,8684993,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,16,1,4,8737394,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,1,32,1,4,8899189,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,1,4,1,14786261,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,2,2,2,9851702,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,4,1,4,6982944,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,8,1,4,5165088,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,16,1,4,5244669,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,2,32,1,4,5359490,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,1,4,1,11574364,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,2,2,2,6865570,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,4,1,4,4407935,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,8,1,4,3891629,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,16,1,4,3900744,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,4,32,1,4,4000158,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,1,4,1,10076277,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,2,2,2,5833953,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,4,1,4,3911848,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,8,1,4,3812388,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,16,1,4,3831030,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,7,32,1,4,3873150,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,8,1,4,1,9702454,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,8,2,2,2,5757973,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,8,4,1,4,3990036,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,8,8,1,4,3797827,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,8,16,1,4,3808089,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,14,1,4,1,9378418,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,14,2,2,2,5738655,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,14,4,1,4,4306650,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,14,8,1,4,3773471,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,14,16,1,4,3800447,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,16,1,4,1,11141420,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,16,2,2,2,7772209,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,16,4,1,4,6176930,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,16,8,1,4,5319808,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,16,16,1,4,5358572,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,28,1,4,1,9503323,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,28,2,2,2,6699785,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,28,4,1,4,5785376,OK
wh_galaxy,agmm,16384,3584,2048,6x8,4,28,8,1,4,5068899,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,1,1,4,1,17225891,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,1,2,2,2,11042189,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,1,4,1,4,9352878,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,1,8,1,4,8539113,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,1,16,1,4,8597951,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,2,1,4,1,13078180,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,2,2,2,2,8512609,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,2,4,1,4,6363590,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,2,8,1,4,4643736,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,2,16,1,4,4708094,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,4,1,4,1,10848684,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,4,2,2,2,6181709,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,4,4,1,4,4019319,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,4,8,1,4,3057954,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,4,16,1,4,3179693,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,7,1,4,1,9654338,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,7,2,2,2,5329035,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,7,4,1,4,3545315,OK
wh_galaxy,agmm,16384,3584,2048,6x8,8,7,8,1,4,2956827,OK
