csv,activation,method,degree,segments,precision,bf16_maxulp,runtime_us,compiles,range
atan_p9_s2_uniform_any_ulp.csv,atan,poly,9,2,bf16,1.00,2.97,1,"[-1.5707963267948966,1.5707963267948966]"
atanh_n10d2_s1_uniform_rational_ulp.csv,atanh,rational,10d2,1,bf16,2.00,2.71,1,"[-0.999,0.999]"
atanh_n10d6_s1_uniform_rational_ulp.csv,atanh,rational,10d6,1,bf16,1.00,3.04,1,"[-0.999,0.999]"
atanh_n11d4_s1_uniform_rational_ulp.csv,atanh,rational,11d4,1,bf16,1.00,3.04,1,"[-0.999,0.999]"
atanh_n12d3_s1_uniform_rational_ulp.csv,atanh,rational,12d3,1,bf16,1.00,2.87,1,"[-0.999,0.999]"
atanh_n13d3_s1_uniform_rational_ulp.csv,atanh,rational,13d3,1,bf16,1.00,3.04,1,"[-0.999,0.999]"
atanh_n1d1_s1_uniform_rational_ulp.csv,atanh,rational,1d1,1,bf16,99.00,1.94,1,"[-0.999,0.999]"
atanh_n3d2_s1_uniform_rational_ulp.csv,atanh,rational,3d2,1,bf16,14.00,2.22,1,"[-0.999,0.999]"
atanh_n4d3_s1_uniform_rational_ulp.csv,atanh,rational,4d3,1,bf16,14.00,2.22,1,"[-0.999,0.999]"
atanh_n5d3_s1_uniform_rational_ulp.csv,atanh,rational,5d3,1,bf16,7.00,2.38,1,"[-0.999,0.999]"
atanh_n6d2_s1_uniform_rational_ulp.csv,atanh,rational,6d2,1,bf16,7.00,2.38,1,"[-0.999,0.999]"
atanh_n6d6_s1_uniform_rational_ulp.csv,atanh,rational,6d6,1,bf16,1.00,2.71,1,"[-0.999,0.999]"
atanh_n7d4_s1_uniform_rational_ulp.csv,atanh,rational,7d4,1,bf16,1.00,2.71,1,"[-0.999,0.999]"
atanh_n8d1_s1_uniform_rational_ulp.csv,atanh,rational,8d1,1,bf16,24.00,2.38,1,"[-0.999,0.999]"
atanh_n8d5_s1_uniform_rational_ulp.csv,atanh,rational,8d5,1,bf16,1.00,2.71,1,"[-0.999,0.999]"
atanh_n9d1_s1_uniform_rational_ulp.csv,atanh,rational,9d1,1,bf16,21.00,2.54,1,"[-0.999,0.999]"
atanh_n9d5_s1_uniform_rational_ulp.csv,atanh,rational,9d5,1,bf16,1.00,2.87,1,"[-0.999,0.999]"
atanh_p10_s2_uniform_any_ulp.csv,atanh,poly,10,2,bf16,21.00,2.97,1,"[-0.999,0.999]"
atanh_p11_s2_uniform_any_ulp.csv,atanh,poly,11,2,bf16,18.00,3.31,1,"[-0.999,0.999]"
atanh_p13_s1_uniform_any_ulp.csv,atanh,poly,13,1,bf16,18.00,2.27,1,"[-0.999,0.999]"
atanh_p16_s1_uniform_any_ulp.csv,atanh,poly,16,1,bf16,14.00,2.59,1,"[-0.999,0.999]"
atanh_p1_s32_uniform_any_ulp.csv,atanh,poly,1,32,bf16,23.00,16.45,1,"[-0.999,0.999]"
atanh_p2_s16_uniform_any_ulp.csv,atanh,poly,2,16,bf16,20.00,10.20,1,"[-0.999,0.999]"
atanh_p2_s3_uniform_any_ulp.csv,atanh,poly,2,3,bf16,99.00,2.21,1,"[-0.999,0.999]"
atanh_p3_s1_uniform_any_ulp.csv,atanh,poly,3,1,bf16,42.00,1.77,1,"[-0.999,0.999]"
atanh_p3_s4_uniform_any_ulp.csv,atanh,poly,3,4,bf16,25.00,3.30,1,"[-0.999,0.999]"
atanh_p4_s2_uniform_any_ulp.csv,atanh,poly,4,2,bf16,42.00,2.02,1,"[-0.999,0.999]"
atanh_p4_s8_uniform_any_ulp.csv,atanh,poly,4,8,bf16,16.00,6.67,1,"[-0.999,0.999]"
atanh_p5_s32_uniform_any_ulp.csv,atanh,poly,5,32,bf16,9.00,19.55,1,"[-0.999,0.999]"
atanh_p6_s16_uniform_any_ulp.csv,atanh,poly,6,16,bf16,10.00,12.44,1,"[-0.999,0.999]"
atanh_p6_s4_uniform_any_ulp.csv,atanh,poly,6,4,bf16,16.00,4.28,1,"[-0.999,0.999]"
atanh_p7_s3_uniform_any_ulp.csv,atanh,poly,7,3,bf16,24.00,3.70,1,"[-0.999,0.999]"
atanh_p8_s2_uniform_any_ulp.csv,atanh,poly,8,2,bf16,24.00,2.64,1,"[-0.999,0.999]"
atanh_p9_s1_uniform_any_ulp.csv,atanh,poly,9,1,bf16,21.00,2.12,1,"[-0.999,0.999]"
cbrt_n10d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,10d1,1,bf16,267.88,3.59,1,"[-100.0,100.0]"
cbrt_n10d3_s1_uniform_rational_ulp.csv,cbrt,newton_root,10d3,1,bf16,285.38,3.91,1,"[-100.0,100.0]"
cbrt_n10d5_s1_uniform_rational_ulp.csv,cbrt,newton_root,10d5,1,bf16,299.25,4.25,1,"[-100.0,100.0]"
cbrt_n11d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,11d1,1,bf16,309.00,3.75,1,"[-100.0,100.0]"
cbrt_n11d3_s1_uniform_rational_ulp.csv,cbrt,newton_root,11d3,1,bf16,302.25,4.08,1,"[-100.0,100.0]"
cbrt_n11d5_s1_uniform_rational_ulp.csv,cbrt,newton_root,11d5,1,bf16,352.50,4.41,1,"[-100.0,100.0]"
cbrt_n12d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,12d2,1,bf16,272.25,4.09,1,"[-100.0,100.0]"
cbrt_n12d4_s1_uniform_rational_ulp.csv,cbrt,newton_root,12d4,1,bf16,323.50,4.42,1,"[-100.0,100.0]"
cbrt_n13d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,13d2,1,bf16,265.75,4.25,1,"[-100.0,100.0]"
cbrt_n14d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,14d1,1,bf16,299.50,4.25,1,"[-100.0,100.0]"
cbrt_n15d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,15d1,1,bf16,255.00,4.41,1,"[-100.0,100.0]"
cbrt_n2d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,2d1,1,bf16,282.75,2.28,1,"[-100.0,100.0]"
cbrt_n3d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,3d1,1,bf16,363.50,2.43,1,"[-100.0,100.0]"
cbrt_n3d3_s1_uniform_rational_ulp.csv,cbrt,newton_root,3d3,1,bf16,355.50,2.76,1,"[-100.0,100.0]"
cbrt_n4d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,4d2,1,bf16,385.00,2.76,1,"[-100.0,100.0]"
cbrt_n4d4_s1_uniform_rational_ulp.csv,cbrt,newton_root,4d4,1,bf16,382.00,3.09,1,"[-100.0,100.0]"
cbrt_n5d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,5d2,1,bf16,285.25,2.93,1,"[-100.0,100.0]"
cbrt_n5d4_s1_uniform_rational_ulp.csv,cbrt,newton_root,5d4,1,bf16,330.50,3.26,1,"[-100.0,100.0]"
cbrt_n6d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,6d1,1,bf16,260.62,2.92,1,"[-100.0,100.0]"
cbrt_n6d3_s1_uniform_rational_ulp.csv,cbrt,newton_root,6d3,1,bf16,297.75,3.26,1,"[-100.0,100.0]"
cbrt_n6d5_s1_uniform_rational_ulp.csv,cbrt,newton_root,6d5,1,bf16,315.00,3.59,1,"[-100.0,100.0]"
cbrt_n7d1_s1_uniform_rational_ulp.csv,cbrt,newton_root,7d1,1,bf16,309.50,3.09,1,"[-100.0,100.0]"
cbrt_n7d3_s1_uniform_rational_ulp.csv,cbrt,newton_root,7d3,1,bf16,357.00,3.43,1,"[-100.0,100.0]"
cbrt_n7d5_s1_uniform_rational_ulp.csv,cbrt,newton_root,7d5,1,bf16,313.50,3.75,1,"[-100.0,100.0]"
cbrt_n7d7_s1_uniform_rational_ulp.csv,cbrt,newton_root,7d7,1,bf16,317.00,4.09,1,"[-100.0,100.0]"
cbrt_n8d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,8d2,1,bf16,331.00,3.43,1,"[-100.0,100.0]"
cbrt_n8d4_s1_uniform_rational_ulp.csv,cbrt,newton_root,8d4,1,bf16,359.00,3.75,1,"[-100.0,100.0]"
cbrt_n8d6_s1_uniform_rational_ulp.csv,cbrt,newton_root,8d6,1,bf16,344.50,3.98,1,"[-100.0,100.0]"
cbrt_n8d8_s1_uniform_rational_ulp.csv,cbrt,newton_root,8d8,1,bf16,328.50,4.42,1,"[-100.0,100.0]"
cbrt_n9d2_s1_uniform_rational_ulp.csv,cbrt,newton_root,9d2,1,bf16,263.12,3.60,1,"[-100.0,100.0]"
cbrt_n9d4_s1_uniform_rational_ulp.csv,cbrt,newton_root,9d4,1,bf16,282.25,3.92,1,"[-100.0,100.0]"
cbrt_n9d6_s1_uniform_rational_ulp.csv,cbrt,newton_root,9d6,1,bf16,318.75,4.26,1,"[-100.0,100.0]"
cbrt_p10_s1_uniform_any_ulp.csv,cbrt,newton_root,10,1,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p11_s1_uniform_any_ulp.csv,cbrt,newton_root,11,1,bf16,1.00,2.08,1,"[-100.0,100.0]"
cbrt_p13_s1_uniform_any_ulp.csv,cbrt,newton_root,13,1,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p16_s1_uniform_any_ulp.csv,cbrt,newton_root,16,1,bf16,1.00,2.08,1,"[-100.0,100.0]"
cbrt_p1_s32_uniform_any_ulp.csv,cbrt,newton_root,1,32,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p2_s16_uniform_any_ulp.csv,cbrt,newton_root,2,16,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p2_s3_uniform_any_ulp.csv,cbrt,newton_root,2,3,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p3_s1_uniform_any_ulp.csv,cbrt,newton_root,3,1,bf16,1.00,2.08,1,"[-100.0,100.0]"
cbrt_p3_s4_uniform_any_ulp.csv,cbrt,newton_root,3,4,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p4_s2_uniform_any_ulp.csv,cbrt,newton_root,4,2,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p4_s8_uniform_any_ulp.csv,cbrt,newton_root,4,8,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p5_s3_uniform_any_ulp.csv,cbrt,newton_root,5,3,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p6_s1_uniform_any_ulp.csv,cbrt,newton_root,6,1,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p6_s8_uniform_any_ulp.csv,cbrt,newton_root,6,8,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p7_s4_uniform_any_ulp.csv,cbrt,newton_root,7,4,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p8_s3_uniform_any_ulp.csv,cbrt,newton_root,8,3,bf16,1.00,2.07,1,"[-100.0,100.0]"
cbrt_p9_s3_uniform_any_ulp.csv,cbrt,newton_root,9,3,bf16,1.00,2.07,1,"[-100.0,100.0]"
celu_p10_s3_uniform_any_ulp.csv,celu,poly,10,3,bf16,0.03,2.94,1,"[-10.0,10.0]"
celu_p11_s3_uniform_any_ulp.csv,celu,poly,11,3,bf16,0.00,3.05,1,"[-10.0,10.0]"
celu_p12_s3_uniform_any_ulp.csv,celu,poly,12,3,bf16,0.00,3.05,1,"[-10.0,10.0]"
celu_p13_s3_uniform_any_ulp.csv,celu,poly,13,3,bf16,0.00,3.05,1,"[-10.0,10.0]"
celu_p15_s2_uniform_any_ulp.csv,celu,poly,15,2,bf16,0.00,2.97,1,"[-10.0,10.0]"
celu_p1_s1_uniform_any_ulp.csv,celu,poly,1,1,bf16,144.00,1.71,1,"[-10.0,10.0]"
celu_p1_s4_uniform_any_ulp.csv,celu,poly,1,4,bf16,10.62,2.28,1,"[-10.0,10.0]"
celu_p2_s2_uniform_any_ulp.csv,celu,poly,2,2,bf16,7.56,1.88,1,"[-10.0,10.0]"
celu_p2_s8_uniform_any_ulp.csv,celu,poly,2,8,bf16,1.31,4.19,1,"[-10.0,10.0]"
celu_p3_s32_uniform_any_ulp.csv,celu,poly,3,32,bf16,0.06,14.24,1,"[-10.0,10.0]"
celu_p4_s16_uniform_any_ulp.csv,celu,poly,4,16,bf16,0.06,8.28,1,"[-10.0,10.0]"
celu_p4_s3_uniform_any_ulp.csv,celu,poly,4,3,bf16,1.31,2.29,1,"[-10.0,10.0]"
celu_p5_s1_uniform_any_ulp.csv,celu,poly,5,1,bf16,144.00,1.71,1,"[-10.0,10.0]"
celu_p5_s4_uniform_any_ulp.csv,celu,poly,5,4,bf16,0.06,2.75,1,"[-10.0,10.0]"
celu_p6_s2_uniform_any_ulp.csv,celu,poly,6,2,bf16,0.19,2.22,1,"[-10.0,10.0]"
celu_p7_s16_uniform_any_ulp.csv,celu,poly,7,16,bf16,0.06,8.43,1,"[-10.0,10.0]"
celu_p7_s4_uniform_any_ulp.csv,celu,poly,7,4,bf16,0.06,2.97,1,"[-10.0,10.0]"
celu_p8_s3_uniform_any_ulp.csv,celu,poly,8,3,bf16,0.06,2.72,1,"[-10.0,10.0]"
celu_p9_s2_uniform_any_ulp.csv,celu,poly,9,2,bf16,0.06,2.53,1,"[-10.0,10.0]"
cos_n10d1_s1_uniform_rational_ulp.csv,cos,trig_residual,10d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n10d3_s1_uniform_rational_ulp.csv,cos,trig_residual,10d3,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n10d5_s1_uniform_rational_ulp.csv,cos,trig_residual,10d5,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n11d1_s1_uniform_rational_ulp.csv,cos,trig_residual,11d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n11d3_s1_uniform_rational_ulp.csv,cos,trig_residual,11d3,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n11d5_s1_uniform_rational_ulp.csv,cos,trig_residual,11d5,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n12d2_s1_uniform_rational_ulp.csv,cos,trig_residual,12d2,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n12d4_s1_uniform_rational_ulp.csv,cos,trig_residual,12d4,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n13d2_s1_uniform_rational_ulp.csv,cos,trig_residual,13d2,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n14d1_s1_uniform_rational_ulp.csv,cos,trig_residual,14d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n15d1_s1_uniform_rational_ulp.csv,cos,trig_residual,15d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n2d1_s1_uniform_rational_ulp.csv,cos,trig_residual,2d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n3d1_s1_uniform_rational_ulp.csv,cos,trig_residual,3d1,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n3d3_s2_uniform_rational_ulp.csv,cos,trig_residual,3d3,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n4d2_s2_uniform_rational_ulp.csv,cos,trig_residual,4d2,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n4d4_s2_uniform_rational_ulp.csv,cos,trig_residual,4d4,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n5d2_s2_uniform_rational_ulp.csv,cos,trig_residual,5d2,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n5d4_s2_uniform_rational_ulp.csv,cos,trig_residual,5d4,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n6d1_s2_uniform_rational_ulp.csv,cos,trig_residual,6d1,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n6d3_s2_uniform_rational_ulp.csv,cos,trig_residual,6d3,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n6d5_s2_uniform_rational_ulp.csv,cos,trig_residual,6d5,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n7d1_s2_uniform_rational_ulp.csv,cos,trig_residual,7d1,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n7d3_s2_uniform_rational_ulp.csv,cos,trig_residual,7d3,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n7d5_s2_uniform_rational_ulp.csv,cos,trig_residual,7d5,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n7d7_s2_uniform_rational_ulp.csv,cos,trig_residual,7d7,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n8d2_s2_uniform_rational_ulp.csv,cos,trig_residual,8d2,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n8d4_s2_uniform_rational_ulp.csv,cos,trig_residual,8d4,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n8d6_s2_uniform_rational_ulp.csv,cos,trig_residual,8d6,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n8d8_s2_uniform_rational_ulp.csv,cos,trig_residual,8d8,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n9d2_s2_uniform_rational_ulp.csv,cos,trig_residual,9d2,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n9d4_s2_uniform_rational_ulp.csv,cos,trig_residual,9d4,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_n9d6_s2_uniform_rational_ulp.csv,cos,trig_residual,9d6,2,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_p13_s1_uniform_any_ulp.csv,cos,trig_residual,13,1,bf16,-,-,0,"[-3.141592653589793,3.141592653589793]"
cos_p7_s1_uniform_any_ulp.csv,cos,trig_residual,7,1,bf16,0.00,2.49,1,"[-3.141592653589793,3.141592653589793]"
cosh_n10d2_s1_uniform_rational_ulp.csv,cosh,rational,10d2,1,bf16,0.50,3.31,1,"[-10.0,10.0]"
cosh_n10d4_s1_uniform_rational_ulp.csv,cosh,rational,10d4,1,bf16,0.00,3.47,1,"[-10.0,10.0]"
cosh_n10d6_s1_uniform_rational_ulp.csv,cosh,rational,10d6,1,bf16,0.00,3.63,1,"[-10.0,10.0]"
cosh_n11d2_s1_uniform_rational_ulp.csv,cosh,rational,11d2,1,bf16,0.50,3.42,1,"[-10.0,10.0]"
cosh_n11d4_s1_uniform_rational_ulp.csv,cosh,rational,11d4,1,bf16,0.00,3.58,1,"[-10.0,10.0]"
cosh_n12d1_s1_uniform_rational_ulp.csv,cosh,rational,12d1,1,bf16,1.00,3.42,1,"[-10.0,10.0]"
cosh_n12d3_s1_uniform_rational_ulp.csv,cosh,rational,12d3,1,bf16,0.03,3.58,1,"[-10.0,10.0]"
cosh_n13d1_s1_uniform_rational_ulp.csv,cosh,rational,13d1,1,bf16,1.00,3.63,1,"[-10.0,10.0]"
cosh_n13d3_s1_uniform_rational_ulp.csv,cosh,rational,13d3,1,bf16,0.03,4.42,1,"[-10.0,10.0]"
cosh_n14d2_s1_uniform_rational_ulp.csv,cosh,rational,14d2,1,bf16,0.00,3.85,1,"[-10.0,10.0]"
cosh_n1d1_s1_uniform_rational_ulp.csv,cosh,rational,1d1,1,bf16,171.97,2.13,1,"[-10.0,10.0]"
cosh_n2d2_s1_uniform_rational_ulp.csv,cosh,rational,2d2,1,bf16,91.75,2.22,1,"[-10.0,10.0]"
cosh_n3d2_s1_uniform_rational_ulp.csv,cosh,rational,3d2,1,bf16,91.75,2.32,1,"[-10.0,10.0]"
cosh_n4d1_s1_uniform_rational_ulp.csv,cosh,rational,4d1,1,bf16,135.25,2.32,1,"[-10.0,10.0]"
cosh_n4d3_s1_uniform_rational_ulp.csv,cosh,rational,4d3,1,bf16,49.00,2.50,1,"[-10.0,10.0]"
cosh_n5d1_s1_uniform_rational_ulp.csv,cosh,rational,5d1,1,bf16,135.25,2.76,1,"[-10.0,10.0]"
cosh_n5d3_s1_uniform_rational_ulp.csv,cosh,rational,5d3,1,bf16,49.00,3.10,1,"[-10.0,10.0]"
cosh_n5d5_s1_uniform_rational_ulp.csv,cosh,rational,5d5,1,bf16,12.00,3.43,1,"[-10.0,10.0]"
cosh_n6d2_s1_uniform_rational_ulp.csv,cosh,rational,6d2,1,bf16,8.00,2.75,1,"[-10.0,10.0]"
cosh_n6d4_s1_uniform_rational_ulp.csv,cosh,rational,6d4,1,bf16,1.00,2.92,1,"[-10.0,10.0]"
cosh_n6d6_s1_uniform_rational_ulp.csv,cosh,rational,6d6,1,bf16,0.50,3.10,1,"[-10.0,10.0]"
cosh_n7d2_s1_uniform_rational_ulp.csv,cosh,rational,7d2,1,bf16,8.00,2.86,1,"[-10.0,10.0]"
cosh_n7d4_s1_uniform_rational_ulp.csv,cosh,rational,7d4,1,bf16,1.00,3.03,1,"[-10.0,10.0]"
cosh_n7d6_s1_uniform_rational_ulp.csv,cosh,rational,7d6,1,bf16,0.50,3.19,1,"[-10.0,10.0]"
cosh_n8d1_s1_uniform_rational_ulp.csv,cosh,rational,8d1,1,bf16,14.00,2.87,1,"[-10.0,10.0]"
cosh_n8d3_s1_uniform_rational_ulp.csv,cosh,rational,8d3,1,bf16,1.00,3.03,1,"[-10.0,10.0]"
cosh_n8d5_s1_uniform_rational_ulp.csv,cosh,rational,8d5,1,bf16,0.25,3.20,1,"[-10.0,10.0]"
cosh_n8d7_s1_uniform_rational_ulp.csv,cosh,rational,8d7,1,bf16,0.03,3.37,1,"[-10.0,10.0]"
cosh_n9d1_s1_uniform_rational_ulp.csv,cosh,rational,9d1,1,bf16,14.00,3.42,1,"[-10.0,10.0]"
cosh_n9d3_s1_uniform_rational_ulp.csv,cosh,rational,9d3,1,bf16,3.00,3.75,1,"[-10.0,10.0]"
cosh_n9d5_s1_uniform_rational_ulp.csv,cosh,rational,9d5,1,bf16,0.25,4.09,1,"[-10.0,10.0]"
cosh_n9d7_s1_uniform_rational_ulp.csv,cosh,rational,9d7,1,bf16,0.03,4.42,1,"[-10.0,10.0]"
cosh_p10_s3_uniform_any_ulp.csv,cosh,poly,10,3,bf16,0.50,4.96,1,"[-10.0,10.0]"
cosh_p11_s3_uniform_any_ulp.csv,cosh,poly,11,3,bf16,0.03,5.04,1,"[-10.0,10.0]"
cosh_p13_s2_uniform_any_ulp.csv,cosh,poly,13,2,bf16,0.03,4.18,1,"[-10.0,10.0]"
cosh_p1_s16_uniform_any_ulp.csv,cosh,poly,1,16,bf16,16.00,8.23,1,"[-10.0,10.0]"
cosh_p1_s3_uniform_any_ulp.csv,cosh,poly,1,3,bf16,171.53,2.19,1,"[-10.0,10.0]"
cosh_p2_s1_uniform_any_ulp.csv,cosh,poly,2,1,bf16,169.09,1.74,1,"[-10.0,10.0]"
cosh_p2_s4_uniform_any_ulp.csv,cosh,poly,2,4,bf16,78.50,3.05,1,"[-10.0,10.0]"
cosh_p3_s2_uniform_any_ulp.csv,cosh,poly,3,2,bf16,146.38,2.21,1,"[-10.0,10.0]"
cosh_p3_s8_uniform_any_ulp.csv,cosh,poly,3,8,bf16,2.00,6.26,1,"[-10.0,10.0]"
cosh_p4_s32_uniform_any_ulp.csv,cosh,poly,4,32,bf16,0.50,22.31,1,"[-10.0,10.0]"
cosh_p5_s16_uniform_any_ulp.csv,cosh,poly,5,16,bf16,0.50,13.60,1,"[-10.0,10.0]"
cosh_p5_s3_uniform_any_ulp.csv,cosh,poly,5,3,bf16,50.00,3.49,1,"[-10.0,10.0]"
cosh_p6_s1_uniform_any_ulp.csv,cosh,poly,6,1,bf16,58.00,1.94,1,"[-10.0,10.0]"
cosh_p6_s8_uniform_any_ulp.csv,cosh,poly,6,8,bf16,0.25,8.37,1,"[-10.0,10.0]"
cosh_p7_s4_uniform_any_ulp.csv,cosh,poly,7,4,bf16,0.50,5.18,1,"[-10.0,10.0]"
cosh_p8_s3_uniform_any_ulp.csv,cosh,poly,8,3,bf16,2.00,4.49,1,"[-10.0,10.0]"
cosh_p9_s2_uniform_any_ulp.csv,cosh,poly,9,2,bf16,1.00,3.52,1,"[-10.0,10.0]"
digamma_n10d1_s2_uniform_rational_ulp.csv,digamma,rational,10d1,2,bf16,0.06,5.91,1,"[0.01,102.0]"
digamma_n10d3_s2_uniform_rational_ulp.csv,digamma,rational,10d3,2,bf16,0.00,6.57,1,"[0.01,102.0]"
digamma_n10d6_s1_uniform_rational_ulp.csv,digamma,rational,10d6,1,bf16,1.00,4.42,1,"[0.01,102.0]"
digamma_n11d2_s1_uniform_rational_ulp.csv,digamma,rational,11d2,1,bf16,1.00,3.92,1,"[0.01,102.0]"
digamma_n11d4_s1_uniform_rational_ulp.csv,digamma,rational,11d4,1,bf16,1.00,4.25,1,"[0.01,102.0]"
digamma_n12d1_s1_uniform_rational_ulp.csv,digamma,rational,12d1,1,bf16,4.00,3.92,1,"[0.01,102.0]"
digamma_n12d3_s1_uniform_rational_ulp.csv,digamma,rational,12d3,1,bf16,1.00,4.25,1,"[0.01,102.0]"
digamma_n13d1_s1_uniform_rational_ulp.csv,digamma,rational,13d1,1,bf16,2.00,4.09,1,"[0.01,102.0]"
digamma_n13d3_s1_uniform_rational_ulp.csv,digamma,rational,13d3,1,bf16,1.00,4.41,1,"[0.01,102.0]"
digamma_n14d2_s1_uniform_rational_ulp.csv,digamma,rational,14d2,1,bf16,2.00,4.42,1,"[0.01,102.0]"
digamma_n1d1_s1_uniform_rational_ulp.csv,digamma,rational,1d1,1,bf16,126.00,2.12,1,"[0.01,102.0]"
digamma_n2d2_s1_uniform_rational_ulp.csv,digamma,rational,2d2,1,bf16,15.00,2.44,1,"[0.01,102.0]"
digamma_n3d2_s1_uniform_rational_ulp.csv,digamma,rational,3d2,1,bf16,6.00,2.60,1,"[0.01,102.0]"
digamma_n4d1_s1_uniform_rational_ulp.csv,digamma,rational,4d1,1,bf16,33.00,2.60,1,"[0.01,102.0]"
digamma_n4d3_s1_uniform_rational_ulp.csv,digamma,rational,4d3,1,bf16,1.00,2.92,1,"[0.01,102.0]"
digamma_n5d1_s1_uniform_rational_ulp.csv,digamma,rational,5d1,1,bf16,199.84,2.70,1,"[0.01,102.0]"
digamma_n5d3_s1_uniform_rational_ulp.csv,digamma,rational,5d3,1,bf16,1.00,3.09,1,"[0.01,102.0]"
digamma_n5d5_s1_uniform_rational_ulp.csv,digamma,rational,5d5,1,bf16,1.00,3.42,1,"[0.01,102.0]"
digamma_n6d2_s1_uniform_rational_ulp.csv,digamma,rational,6d2,1,bf16,1.00,3.09,1,"[0.01,102.0]"
digamma_n6d4_s1_uniform_rational_ulp.csv,digamma,rational,6d4,1,bf16,1.00,3.42,1,"[0.01,102.0]"
digamma_n6d6_s1_uniform_rational_ulp.csv,digamma,rational,6d6,1,bf16,1.00,3.75,1,"[0.01,102.0]"
digamma_n7d2_s1_uniform_rational_ulp.csv,digamma,rational,7d2,1,bf16,1.00,3.26,1,"[0.01,102.0]"
digamma_n7d4_s1_uniform_rational_ulp.csv,digamma,rational,7d4,1,bf16,1.00,3.59,1,"[0.01,102.0]"
digamma_n7d6_s1_uniform_rational_ulp.csv,digamma,rational,7d6,1,bf16,1.00,3.91,1,"[0.01,102.0]"
digamma_n8d1_s1_uniform_rational_ulp.csv,digamma,rational,8d1,1,bf16,10.00,3.26,1,"[0.01,102.0]"
digamma_n8d3_s1_uniform_rational_ulp.csv,digamma,rational,8d3,1,bf16,1.00,3.59,1,"[0.01,102.0]"
digamma_n8d5_s1_uniform_rational_ulp.csv,digamma,rational,8d5,1,bf16,1.00,3.92,1,"[0.01,102.0]"
