# PROVENANCE: blackhole p100a, 110 worker cores, 1.35 GHz, firmware bundle 19.9.0; tt-metal main 2dbd14bf632; 2026-09-12 multipass perf counter capture (5 passes over the counter groups fpu, instrn, unpack, pack and l1_0 to l1_4; 10 top-k cells), reduced 2026-09-16 by analysis/topk_counters_reduce.py. fraction_of_ref_cnt = counter value over that record's own ref cnt on the same core, median over the participating cores then over the two timed invocations (three warm-ups discarded). The composite cell COUNTERS-289 is excluded from any reading: its second and third ops report an unusable ref cnt (tenstorrent/tt-metal#56791).
cell,op,counter,fraction_of_ref_cnt,n_samples
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,FPU_COUNTER,0.1443,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_INCOMING_0,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_INCOMING_0_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_INCOMING_1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_INCOMING_1_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_OUTGOING_0,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_OUTGOING_0_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_OUTGOING_1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_NOC_RING0_OUTGOING_1_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_PORT1_GRANT,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_TDMA_BUNDLE_0_GRANT,0.2056,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_TDMA_BUNDLE_0_RISC,0.2319,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_TDMA_BUNDLE_1_GRANT,0.2059,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_TDMA_BUNDLE_1_TRISC,0.2126,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_UNPACKER_0,0.0222,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_UNPACKER_0_GRANT,0.022,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_0_UNPACKER_1_ECC,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_1,0.0111,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_1_GRANT,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_2,0.0113,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_2_GRANT,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_3,0.0111,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_EXT_UNPACKER_3_GRANT,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_INCOMING_0,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_INCOMING_0_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_INCOMING_1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_INCOMING_1_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_OUTGOING_0,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_OUTGOING_0_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_OUTGOING_1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_NOC_RING1_OUTGOING_1_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_PORT8_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_1_TDMA_PACKER_0,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_4,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_4_GRANT,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_5,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_5_GRANT,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_6,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_6_GRANT,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_7,0.011,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_EXT_UNPACKER_7_GRANT,0.0109,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_INCOMING_2,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_INCOMING_2_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_INCOMING_3,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_INCOMING_3_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_OUTGOING_2,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_OUTGOING_2_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_OUTGOING_3,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_2_NOC_RING0_OUTGOING_3_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TAG_SEARCH_PACKER1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TAG_SEARCH_PACKER1_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TDMA_PACK_EXT_4,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TDMA_PACK_EXT_4_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TDMA_PACK_EXT_5,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,L1_4_TDMA_PACK_EXT_5_GRANT,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,MATH_COUNTER,0.3367,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,MATH_INSTRN_AVAILABLE,0.2769,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,MATH_INSTRN_STARTED,0.173,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,MATH_NOT_STALLED_DEST_WR_PORT,0.2572,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,MATH_SRC_DATA_READY,0.0053,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,PACKER_BUSY,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,PACKER_DEST_READ_AVAILABLE,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SFPU_COUNTER,0.1928,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCA_WRITE_ACTUAL,0.0338,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCA_WRITE_AVAILABLE,0.0338,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCA_WRITE_NOT_BLOCKED_OVR,0.0212,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCA_WRITE_THREAD0,0.0338,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCA_WRITE_THREAD1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCB_WRITE_ACTUAL,0.0106,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCB_WRITE_AVAILABLE,0.0213,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCB_WRITE_NOT_BLOCKED_PORT,0.0213,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCB_WRITE_THREAD0,0.0213,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,SRCB_WRITE_THREAD1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,UNPACK0_BUSY_THREAD0,0.0592,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,UNPACK0_BUSY_THREAD1,0.0,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,UNPACK1_BUSY_THREAD0,0.0585,2
COUNTERS-290-gmg-B110-K8-softmaxFalse-experts256,generalized_moe_gate,UNPACK1_BUSY_THREAD1,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,AVAILABLE_MATH,0.0311,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,DATA_HAZARD_STALLS_MOVD2A,0.033,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,DEST_READ_GRANTED_0,0.0186,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,FPU_COUNTER,0.0079,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_INCOMING_0,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_INCOMING_0_GRANT,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_INCOMING_1,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_INCOMING_1_GRANT,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_OUTGOING_0,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_OUTGOING_0_GRANT,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_OUTGOING_1,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_NOC_RING0_OUTGOING_1_GRANT,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_PORT1_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_TDMA_BUNDLE_0_GRANT,0.0787,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_TDMA_BUNDLE_0_RISC,0.0853,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_TDMA_BUNDLE_1_GRANT,0.0332,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_TDMA_BUNDLE_1_TRISC,0.0339,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_UNPACKER_0,0.0204,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_UNPACKER_0_GRANT,0.0201,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_0_UNPACKER_1_ECC,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_1,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_1_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_2,0.0055,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_2_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_3,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_EXT_UNPACKER_3_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_INCOMING_0,0.0065,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_INCOMING_0_GRANT,0.0064,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_INCOMING_1,0.0065,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_INCOMING_1_GRANT,0.0064,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_OUTGOING_0,0.0036,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_OUTGOING_0_GRANT,0.0036,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_OUTGOING_1,0.0036,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_NOC_RING1_OUTGOING_1_GRANT,0.0036,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_PORT8_GRANT,0.0186,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_1_TDMA_PACKER_0,0.0187,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_4,0.0055,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_4_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_5,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_5_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_6,0.0055,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_6_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_7,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_EXT_UNPACKER_7_GRANT,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_INCOMING_2,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_INCOMING_2_GRANT,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_INCOMING_3,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_INCOMING_3_GRANT,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_OUTGOING_2,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_OUTGOING_2_GRANT,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_OUTGOING_3,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_2_NOC_RING0_OUTGOING_3_GRANT,0.0075,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TAG_SEARCH_PACKER1,0.0187,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TAG_SEARCH_PACKER1_GRANT,0.0187,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TDMA_PACK_EXT_4,0.019,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TDMA_PACK_EXT_4_GRANT,0.0187,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TDMA_PACK_EXT_5,0.0188,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,L1_4_TDMA_PACK_EXT_5_GRANT,0.0187,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,MATH_COUNTER,0.4629,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,MATH_INSTRN_AVAILABLE,0.033,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,MATH_INSTRN_STARTED,0.0311,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,MATH_NOT_STALLED_DEST_WR_PORT,0.0329,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,MATH_SRC_DATA_READY,0.0086,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,PACKER_BUSY,0.0296,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,PACKER_DEST_READ_AVAILABLE,0.0186,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SFPU_COUNTER,0.455,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCA_WRITE_ACTUAL,0.3837,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCA_WRITE_AVAILABLE,0.3837,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCA_WRITE_NOT_BLOCKED_OVR,0.02,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCA_WRITE_THREAD0,0.3837,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCA_WRITE_THREAD1,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCB_WRITE_ACTUAL,0.0054,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCB_WRITE_AVAILABLE,0.0082,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCB_WRITE_NOT_BLOCKED_PORT,0.0082,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCB_WRITE_THREAD0,0.0082,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,SRCB_WRITE_THREAD1,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,UNPACK0_BUSY_THREAD0,0.3968,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,UNPACK0_BUSY_THREAD1,0.0,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,UNPACK1_BUSY_THREAD0,0.3946,2
COUNTERS-291-mgt-T4096-N128-K4-groups1,moe_grouped_topk,UNPACK1_BUSY_THREAD1,0.0,2
